bandwidth_saved_percent,compression_ratio,detector_retention,image,image_index,inference_latency_ms,keep_ratio,lpips,object_retention,psnr,region_preservation,relevance_retention,semantic_token_count,semantic_utility_score,ssim,total_token_count,variant
98.99,98.5536,0.999474,datasets\sentinel2_500_patch\images\sentinel2_patch_00134.png,135,635.114,0.8,0.73448,1.0,18.3166,0.66034,0.995869,3277,96.4997,0.8368,4096,without_detail_term
99.0,99.6905,0.897432,datasets\sentinel2_500_patch\images\sentinel2_patch_00135.png,136,621.1749,0.8,0.631151,1.0,19.7455,0.884766,0.877087,3277,92.2867,0.8857,4096,full_detail_aware
99.0,99.6304,0.902923,datasets\sentinel2_500_patch\images\sentinel2_patch_00135.png,136,610.2397,0.8,0.63391,1.0,19.6109,0.915039,0.881986,3277,92.907,0.882,4096,without_detail_term
99.03,103.0045,0.948099,datasets\sentinel2_500_patch\images\sentinel2_patch_00136.png,137,609.6589,0.8,0.739264,1.0,17.733,0.495117,0.95708,3277,92.0167,0.813,4096,full_detail_aware
99.03,103.0249,0.93998,datasets\sentinel2_500_patch\images\sentinel2_patch_00136.png,137,635.8518,0.8,0.738551,1.0,17.6943,0.460938,0.947013,3277,91.1488,0.8117,4096,without_detail_term
98.99,98.683,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00137.png,138,621.2095,0.8,0.770255,1.0,18.7845,0.59375,0.997667,3277,95.8908,0.8511,4096,full_detail_aware
98.99,99.1675,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00137.png,138,594.8719,0.8,0.772558,1.0,18.7562,0.615234,1.0,3277,96.1523,0.8511,4096,without_detail_term
98.99,98.8754,0.924006,datasets\sentinel2_500_patch\images\sentinel2_patch_00138.png,139,595.1798,0.8,0.677675,1.0,17.0951,0.988281,0.914679,3277,95.1366,0.8062,4096,full_detail_aware
98.99,98.8375,0.926985,datasets\sentinel2_500_patch\images\sentinel2_patch_00138.png,139,637.9467,0.8,0.676824,1.0,17.1685,0.99707,0.917598,3277,95.4021,0.8078,4096,without_detail_term
99.01,101.1819,0.783823,datasets\sentinel2_500_patch\images\sentinel2_patch_00139.png,140,608.1922,0.8,0.721084,1.0,19.6591,0.395508,0.762862,3277,80.5652,0.8467,4096,full_detail_aware
99.01,101.1819,0.78429,datasets\sentinel2_500_patch\images\sentinel2_patch_00139.png,140,683.0516,0.8,0.720276,1.0,19.6256,0.400391,0.763308,3277,80.6417,0.8458,4096,without_detail_term
98.95,95.4582,0.623221,datasets\sentinel2_500_patch\images\sentinel2_patch_00140.png,141,595.2727,0.8,0.637105,1.0,22.376,0.339161,0.654676,3277,71.414,0.7656,4096,full_detail_aware
98.95,95.2062,0.631439,datasets\sentinel2_500_patch\images\sentinel2_patch_00140.png,141,613.991,0.8,0.637212,1.0,22.4591,0.342657,0.663036,3277,71.9449,0.7641,4096,without_detail_term
98.94,94.1424,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00141.png,142,611.9066,0.8,0.571529,1.0,23.4531,0.541516,0.997205,3277,95.3593,0.7908,4096,full_detail_aware
98.93,93.718,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00141.png,142,589.1342,0.8,0.570457,1.0,24.1682,0.617329,1.0,3277,96.1733,0.7979,4096,without_detail_term
98.95,95.2329,0.624152,datasets\sentinel2_500_patch\images\sentinel2_patch_00142.png,143,661.0293,0.8,0.558128,1.0,21.9038,0.299259,0.640028,3277,70.7592,0.7927,4096,full_detail_aware
98.94,94.4948,0.727674,datasets\sentinel2_500_patch\images\sentinel2_patch_00142.png,143,620.9098,0.8,0.56107,1.0,22.2401,0.362963,0.747093,3277,77.6785,0.7983,4096,without_detail_term
98.91,91.9611,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00143.png,144,630.5775,0.8,0.509537,1.0,26.299,1.0,1.0,3277,100.0,0.884,4096,full_detail_aware
98.91,91.7217,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00143.png,144,642.1541,0.8,0.510669,1.0,26.2197,1.0,1.0,3277,100.0,0.8829,4096,without_detail_term
98.95,95.5694,0.918068,datasets\sentinel2_500_patch\images\sentinel2_patch_00144.png,145,616.311,0.8,0.580031,0.958333,22.947,0.595745,0.930549,3277,90.0411,0.7689,4096,full_detail_aware
98.95,95.1676,0.998158,datasets\sentinel2_500_patch\images\sentinel2_patch_00144.png,145,645.0391,0.8,0.579804,1.0,22.6274,0.641844,1.0,3277,96.3448,0.7633,4096,without_detail_term
98.94,94.5493,0.678939,datasets\sentinel2_500_patch\images\sentinel2_patch_00145.png,146,606.0803,0.8,0.601677,1.0,22.1605,0.436242,0.700224,3277,75.5245,0.794,4096,full_detail_aware
98.94,94.6811,0.673033,datasets\sentinel2_500_patch\images\sentinel2_patch_00145.png,146,568.6908,0.8,0.601843,1.0,21.8084,0.431208,0.694262,3277,75.1187,0.7882,4096,without_detail_term
98.95,95.0064,0.716712,datasets\sentinel2_500_patch\images\sentinel2_patch_00146.png,147,679.3352,0.8,0.560805,1.0,21.8658,0.42328,0.74505,3277,77.8023,0.7885,4096,full_detail_aware
98.95,94.8221,0.753795,datasets\sentinel2_500_patch\images\sentinel2_patch_00146.png,147,615.2164,0.8,0.560672,1.0,21.9877,0.470899,0.77525,3277,80.3658,0.7891,4096,without_detail_term
98.92,92.9745,0.954358,datasets\sentinel2_500_patch\images\sentinel2_patch_00147.png,148,570.6883,0.8,0.607023,1.0,23.6439,0.851133,0.985837,3277,96.4024,0.7678,4096,full_detail_aware
98.93,93.047,0.961334,datasets\sentinel2_500_patch\images\sentinel2_patch_00147.png,148,627.7387,0.8,0.607046,1.0,23.7468,0.89644,0.992494,3277,97.2676,0.7705,4096,without_detail_term
98.97,96.9938,0.954892,datasets\sentinel2_500_patch\images\sentinel2_patch_00148.png,149,645.2698,0.8,0.685308,1.0,19.276,0.893555,0.978911,3277,96.7095,0.866,4096,full_detail_aware
98.97,97.3733,0.945042,datasets\sentinel2_500_patch\images\sentinel2_patch_00148.png,149,658.07,0.8,0.688327,1.0,19.2709,0.863281,0.968563,3277,95.8058,0.8654,4096,without_detail_term
98.93,93.7932,0.69416,datasets\sentinel2_500_patch\images\sentinel2_patch_00149.png,150,584.1074,0.8,0.71002,1.0,19.9408,0.208008,0.705146,3277,73.9494,0.8372,4096,full_detail_aware
98.93,93.738,0.855599,datasets\sentinel2_500_patch\images\sentinel2_patch_00149.png,150,644.0994,0.8,0.701162,1.0,19.8882,0.329102,0.867508,3277,84.8651,0.8354,4096,without_detail_term
98.95,95.1566,0.797811,datasets\sentinel2_500_patch\images\sentinel2_patch_00150.png,151,643.8716,0.8,0.669385,0.652174,19.3815,0.52832,0.7931,3277,72.6228,0.8601,4096,full_detail_aware
98.95,95.5324,0.798832,datasets\sentinel2_500_patch\images\sentinel2_patch_00150.png,151,683.362,0.8,0.666002,0.652174,19.2207,0.536133,0.794232,3277,72.7645,0.8528,4096,without_detail_term
98.95,95.6407,0.715545,datasets\sentinel2_500_patch\images\sentinel2_patch_00151.png,152,610.8993,0.8,0.64772,0.761905,19.4319,0.397461,0.711148,3277,69.6765,0.8684,4096,full_detail_aware
98.96,95.8124,0.706892,datasets\sentinel2_500_patch\images\sentinel2_patch_00151.png,152,578.0508,0.8,0.651229,0.809524,19.599,0.359375,0.704616,3277,70.2475,0.8667,4096,without_detail_term
98.94,94.783,0.851239,datasets\sentinel2_500_patch\images\sentinel2_patch_00152.png,153,589.6497,0.8,0.647066,1.0,18.7805,0.545898,0.850045,3277,86.5094,0.8768,4096,full_detail_aware
98.95,95.0294,0.846854,datasets\sentinel2_500_patch\images\sentinel2_patch_00152.png,153,573.4006,0.8,0.646679,1.0,18.8375,0.53125,0.844102,3277,86.0687,0.8766,4096,without_detail_term
99.0,99.8672,0.776947,datasets\sentinel2_500_patch\images\sentinel2_patch_00153.png,154,586.6416,0.8,0.727975,1.0,18.9293,0.458008,0.782047,3277,81.2989,0.8786,4096,full_detail_aware
99.01,100.9955,0.797458,datasets\sentinel2_500_patch\images\sentinel2_patch_00153.png,154,623.2282,0.8,0.730045,1.0,19.0591,0.519531,0.803518,3277,83.164,0.8799,4096,without_detail_term
98.99,99.2547,0.721066,datasets\sentinel2_500_patch\images\sentinel2_patch_00154.png,155,637.659,0.8,0.739024,1.0,18.9527,0.260742,0.704576,3277,75.5416,0.8647,4096,full_detail_aware
98.99,99.2347,0.664783,datasets\sentinel2_500_patch\images\sentinel2_patch_00154.png,155,648.2723,0.8,0.740294,1.0,18.8471,0.212891,0.649079,3277,71.7018,0.8602,4096,without_detail_term
99.01,100.7168,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00155.png,156,595.1287,0.8,0.701985,0.25,16.1404,1.0,1.0,3277,77.5,0.5151,4096,full_detail_aware
99.01,100.8527,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00155.png,156,583.6645,0.8,0.703917,0.291667,16.0456,1.0,1.0,3277,78.75,0.514,4096,without_detail_term
98.95,95.2128,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00156.png,157,573.3756,0.8,0.592664,0.740741,18.9995,1.0,1.0,3277,92.2222,0.7832,4096,full_detail_aware
98.95,95.1584,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00156.png,157,565.1027,0.8,0.592466,0.814815,19.1181,1.0,1.0,3277,94.4444,0.7875,4096,without_detail_term
98.96,96.3102,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00157.png,158,663.954,0.8,0.673818,1.0,18.5947,1.0,1.0,3277,100.0,0.7543,4096,full_detail_aware
98.96,96.2003,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00157.png,158,604.4002,0.8,0.670344,1.0,18.667,1.0,1.0,3277,100.0,0.7548,4096,without_detail_term
98.95,95.2672,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00158.png,159,590.5208,0.8,0.667795,1.0,18.6164,1.0,1.0,3277,100.0,0.7495,4096,full_detail_aware
98.95,95.3946,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00158.png,159,570.1283,0.8,0.668389,1.0,18.6989,1.0,1.0,3277,100.0,0.751,4096,without_detail_term
98.97,97.2841,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00159.png,160,570.4802,0.8,0.585663,1.0,19.5513,1.0,1.0,3277,100.0,0.8461,4096,full_detail_aware
98.97,97.341,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00159.png,160,589.0769,0.8,0.584336,1.0,19.4202,1.0,1.0,3277,100.0,0.8437,4096,without_detail_term
99.02,102.2514,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00160.png,161,547.1408,0.8,0.658747,1.0,19.4979,1.0,1.0,3277,100.0,0.8444,4096,full_detail_aware
99.02,101.8926,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00160.png,161,651.7539,0.8,0.659308,1.0,19.4423,1.0,1.0,3277,100.0,0.8429,4096,without_detail_term
99.01,100.6508,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00161.png,162,579.1798,0.8,0.67119,1.0,18.4841,1.0,1.0,3277,100.0,0.7896,4096,full_detail_aware
99.0,100.0467,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00161.png,162,614.4173,0.8,0.669335,1.0,18.6726,1.0,1.0,3277,100.0,0.7942,4096,without_detail_term
98.94,94.6153,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00162.png,163,592.4015,0.8,0.573422,0.9,19.3889,1.0,1.0,3277,97.0,0.8051,4096,full_detail_aware
98.94,94.5432,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00162.png,163,630.9935,0.8,0.574448,0.9,18.9783,1.0,1.0,3277,97.0,0.7954,4096,without_detail_term
98.94,94.0023,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00163.png,164,635.8231,0.8,0.58379,1.0,19.2491,1.0,1.0,3277,100.0,0.7805,4096,full_detail_aware
98.93,93.6493,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00163.png,164,574.0338,0.8,0.588045,1.0,18.6382,1.0,1.0,3277,100.0,0.7647,4096,without_detail_term
98.93,93.1668,0.966276,datasets\sentinel2_500_patch\images\sentinel2_patch_00164.png,165,632.3211,0.8,0.579707,0.826087,20.466,1.0,0.978743,3277,93.0085,0.7963,4096,full_detail_aware
98.93,93.475,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00164.png,165,639.8905,0.8,0.584832,0.913043,19.9082,1.0,1.0,3277,97.3913,0.7811,4096,without_detail_term
98.92,92.9442,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00165.png,166,615.739,0.8,0.593928,0.757576,21.2085,1.0,1.0,3277,92.7273,0.7848,4096,full_detail_aware
98.92,92.7285,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00165.png,166,626.5917,0.8,0.595507,0.757576,21.0501,1.0,1.0,3277,92.7273,0.7789,4096,without_detail_term
98.94,94.7639,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00166.png,167,591.4985,0.8,0.636855,0.888889,20.5504,1.0,1.0,3277,96.6667,0.7722,4096,full_detail_aware
98.94,94.7456,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00166.png,167,561.4573,0.8,0.640312,0.833333,20.1776,1.0,1.0,3277,95.0,0.7599,4096,without_detail_term
98.95,94.8868,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00167.png,168,614.953,0.8,0.550941,1.0,20.8375,1.0,1.0,3277,100.0,0.8683,4096,full_detail_aware
98.94,94.558,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00167.png,168,559.1373,0.8,0.552016,0.954545,20.8421,1.0,1.0,3277,98.6364,0.8685,4096,without_detail_term
98.94,94.5605,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00168.png,169,555.8288,0.8,0.551223,0.714286,20.371,1.0,1.0,3277,91.4286,0.8348,4096,full_detail_aware
98.94,94.6149,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00168.png,169,628.251,0.8,0.554635,0.666667,19.7072,1.0,1.0,3277,90.0,0.8206,4096,without_detail_term
98.92,92.763,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00169.png,170,612.4394,0.8,0.560396,0.761905,21.4687,1.0,1.0,3277,92.8571,0.8394,4096,full_detail_aware
98.92,92.4656,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00169.png,170,638.6928,0.8,0.565458,0.761905,20.7329,1.0,1.0,3277,92.8571,0.8212,4096,without_detail_term
98.93,93.6022,0.759635,datasets\sentinel2_500_patch\images\sentinel2_patch_00170.png,171,583.4604,0.8,0.617991,1.0,20.0759,0.702148,0.766085,3277,82.7286,0.8751,4096,full_detail_aware
98.93,93.8571,0.792624,datasets\sentinel2_500_patch\images\sentinel2_patch_00170.png,171,580.7922,0.8,0.618694,1.0,19.9869,0.766602,0.799187,3277,85.3547,0.873,4096,without_detail_term
98.92,92.4122,0.815576,datasets\sentinel2_500_patch\images\sentinel2_patch_00171.png,172,595.2957,0.8,0.611211,1.0,18.8713,0.81543,0.817817,3277,87.1337,0.8464,4096,full_detail_aware
98.92,92.3767,0.787364,datasets\sentinel2_500_patch\images\sentinel2_patch_00171.png,172,582.3165,0.8,0.614633,1.0,18.9275,0.761719,0.792877,3277,84.9693,0.8471,4096,without_detail_term
98.91,91.6858,0.911266,datasets\sentinel2_500_patch\images\sentinel2_patch_00172.png,173,628.4363,0.8,0.613361,0.846154,20.1252,0.98176,0.934797,3277,90.3488,0.8326,4096,full_detail_aware
98.91,92.0997,0.9325,datasets\sentinel2_500_patch\images\sentinel2_patch_00172.png,173,575.0134,0.8,0.615758,0.884615,19.9021,1.0,0.955364,3277,92.9458,0.8232,4096,without_detail_term
98.9,91.1445,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00173.png,174,611.2914,0.8,0.628244,0.925926,20.6274,1.0,1.0,3277,97.7778,0.8257,4096,full_detail_aware
98.91,91.5167,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00173.png,174,621.4847,0.8,0.629243,0.962963,20.4884,1.0,1.0,3277,98.8889,0.819,4096,without_detail_term
98.93,93.2962,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00174.png,175,615.3695,0.8,0.644802,0.962963,20.1589,1.0,1.0,3277,98.8889,0.8067,4096,full_detail_aware
98.93,93.3145,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00174.png,175,593.7441,0.8,0.645339,1.0,20.17,1.0,1.0,3277,100.0,0.8043,4096,without_detail_term
98.93,93.88,0.845547,datasets\sentinel2_500_patch\images\sentinel2_patch_00175.png,176,594.4698,0.8,0.623766,0.666667,20.3265,0.847656,0.861173,3277,79.5219,0.9079,4096,full_detail_aware
98.94,94.0105,0.849075,datasets\sentinel2_500_patch\images\sentinel2_patch_00175.png,176,602.2324,0.8,0.622493,0.666667,20.2961,0.855469,0.863319,3277,79.7841,0.9079,4096,without_detail_term
98.94,93.9538,0.785886,datasets\sentinel2_500_patch\images\sentinel2_patch_00176.png,177,657.6636,0.8,0.610162,1.0,19.9024,0.71875,0.801903,3277,84.661,0.8836,4096,full_detail_aware
98.94,94.7516,0.786986,datasets\sentinel2_500_patch\images\sentinel2_patch_00176.png,177,639.0055,0.8,0.611259,0.941176,19.8618,0.72168,0.80346,3277,83.0007,0.8828,4096,without_detail_term
98.91,91.8936,0.887015,datasets\sentinel2_500_patch\images\sentinel2_patch_00177.png,178,629.5595,0.8,0.602474,1.0,20.2842,0.966797,0.905375,3277,93.2561,0.865,4096,full_detail_aware
98.91,91.8228,0.821595,datasets\sentinel2_500_patch\images\sentinel2_patch_00177.png,178,626.3098,0.8,0.609376,1.0,20.1636,0.880859,0.840679,3277,88.486,0.8601,4096,without_detail_term
98.93,93.7155,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00178.png,179,578.21,0.8,0.650588,0.806452,15.7706,1.0,1.0,3277,94.1935,0.5912,4096,full_detail_aware
98.94,94.057,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00178.png,179,589.4002,0.8,0.648171,0.774194,15.7662,1.0,1.0,3277,93.2258,0.5896,4096,without_detail_term
98.95,95.0332,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00179.png,180,572.6105,0.8,0.538218,1.0,20.1183,1.0,1.0,3277,100.0,0.7873,4096,full_detail_aware
98.95,95.4493,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00179.png,180,582.7337,0.8,0.540594,1.0,19.6806,1.0,1.0,3277,100.0,0.7735,4096,without_detail_term
98.96,96.4128,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00180.png,181,581.5657,0.8,0.629416,1.0,16.6883,1.0,1.0,3277,100.0,0.5709,4096,full_detail_aware
98.96,96.3573,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00180.png,181,665.337,0.8,0.630708,1.0,16.6893,1.0,1.0,3277,100.0,0.5685,4096,without_detail_term
98.94,93.9059,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00181.png,182,655.7322,0.8,0.598897,1.0,18.9952,1.0,1.0,3277,100.0,0.7838,4096,full_detail_aware
98.94,94.3141,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00181.png,182,569.743,0.8,0.605139,0.96,18.1681,1.0,1.0,3277,98.8,0.762,4096,without_detail_term
98.93,93.6403,0.975591,datasets\sentinel2_500_patch\images\sentinel2_patch_00182.png,183,625.2657,0.8,0.552723,0.677419,19.4777,1.0,0.980008,3277,88.9464,0.7676,4096,full_detail_aware
98.94,93.9075,0.969543,datasets\sentinel2_500_patch\images\sentinel2_patch_00182.png,183,619.3776,0.8,0.55354,0.677419,19.3809,1.0,0.974647,3277,88.5972,0.766,4096,without_detail_term
98.95,95.4874,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00183.png,184,574.5334,0.8,0.652188,0.487179,14.1195,1.0,1.0,3277,84.6154,0.361,4096,full_detail_aware
98.95,95.667,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00183.png,184,698.1048,0.8,0.651972,0.589744,14.0247,1.0,1.0,3277,87.6923,0.3519,4096,without_detail_term
98.96,95.7477,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00184.png,185,609.4347,0.8,0.548561,0.5625,19.8383,1.0,1.0,3277,86.875,0.853,4096,full_detail_aware
98.96,96.0828,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00184.png,185,677.822,0.8,0.549946,0.53125,19.9478,1.0,1.0,3277,85.9375,0.8556,4096,without_detail_term
98.91,91.7771,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00185.png,186,664.8205,0.8,0.561414,0.647059,18.6742,1.0,1.0,3277,89.4118,0.8054,4096,full_detail_aware
98.91,92.1426,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00185.png,186,637.2364,0.8,0.569327,0.705882,18.1232,1.0,1.0,3277,91.1765,0.7927,4096,without_detail_term
98.91,91.9677,0.961086,datasets\sentinel2_500_patch\images\sentinel2_patch_00186.png,187,628.0416,0.8,0.630482,0.5625,20.17,1.0,0.959781,3277,84.5141,0.9156,4096,full_detail_aware
98.91,91.8219,0.961049,datasets\sentinel2_500_patch\images\sentinel2_patch_00186.png,187,683.7135,0.8,0.633473,0.5625,20.1234,1.0,0.959672,3277,84.5104,0.9144,4096,without_detail_term
98.89,90.2534,0.909476,datasets\sentinel2_500_patch\images\sentinel2_patch_00187.png,188,616.5715,0.8,0.579773,1.0,18.9339,0.755859,0.921267,3277,92.363,0.817,4096,full_detail_aware
98.89,90.4779,0.869037,datasets\sentinel2_500_patch\images\sentinel2_patch_00187.png,188,677.3036,0.8,0.580863,1.0,18.8424,0.692383,0.878333,3277,89.252,0.8105,4096,without_detail_term
98.92,92.569,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00188.png,189,644.0003,0.8,0.624728,1.0,17.5373,1.0,1.0,3277,100.0,0.7566,4096,full_detail_aware
98.92,92.9161,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00188.png,189,729.2555,0.8,0.631155,1.0,17.441,1.0,1.0,3277,100.0,0.7457,4096,without_detail_term
98.91,92.1593,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00189.png,190,661.1456,0.8,0.5664,0.777778,20.2396,1.0,1.0,3277,93.3333,0.8618,4096,full_detail_aware
98.92,92.4126,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00189.png,190,649.6606,0.8,0.56087,0.814815,20.0711,1.0,1.0,3277,94.4444,0.8587,4096,without_detail_term
98.93,93.5949,0.766887,datasets\sentinel2_500_patch\images\sentinel2_patch_00190.png,191,599.0459,0.8,0.573995,0.7,20.5795,0.533626,0.774588,3277,72.5035,0.835,4096,full_detail_aware
98.93,93.8776,0.76316,datasets\sentinel2_500_patch\images\sentinel2_patch_00190.png,191,627.5115,0.8,0.571917,0.8,20.4221,0.549708,0.769827,3277,75.42,0.8328,4096,without_detail_term
98.9,91.2675,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00191.png,192,604.8666,0.8,0.687398,1.0,11.9381,1.0,1.0,3277,100.0,0.3378,4096,full_detail_aware
98.9,91.0934,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00191.png,192,597.8753,0.8,0.690511,1.0,11.8484,1.0,1.0,3277,100.0,0.3279,4096,without_detail_term
98.9,90.9385,0.939227,datasets\sentinel2_500_patch\images\sentinel2_patch_00192.png,193,600.4298,0.8,0.60836,0.483871,20.0272,0.859375,0.934377,3277,79.3665,0.9122,4096,full_detail_aware
98.9,90.8315,0.93055,datasets\sentinel2_500_patch\images\sentinel2_patch_00192.png,193,584.8671,0.8,0.610065,0.483871,20.4128,0.851562,0.930692,3277,78.8676,0.9201,4096,without_detail_term
98.9,90.7221,0.819283,datasets\sentinel2_500_patch\images\sentinel2_patch_00193.png,194,637.5846,0.8,0.607669,0.631579,21.1976,0.552156,0.808438,3277,73.409,0.9233,4096,full_detail_aware
98.9,90.6322,0.821729,datasets\sentinel2_500_patch\images\sentinel2_patch_00193.png,194,588.775,0.8,0.60891,0.631579,21.19,0.554937,0.810714,3277,73.5802,0.9229,4096,without_detail_term
98.98,98.2737,0.546392,datasets\sentinel2_500_patch\images\sentinel2_patch_00194.png,195,654.0134,0.8,0.652174,1.0,18.9858,0.052734,0.554684,3277,63.4767,0.8257,4096,full_detail_aware
98.98,98.5059,0.505327,datasets\sentinel2_500_patch\images\sentinel2_patch_00194.png,195,589.4566,0.8,0.655243,1.0,19.0212,0.037109,0.516522,3277,60.9146,0.824,4096,without_detail_term
98.96,95.7231,0.900795,datasets\sentinel2_500_patch\images\sentinel2_patch_00195.png,196,599.4533,0.8,0.674048,1.0,18.7332,0.616211,0.913677,3277,90.4674,0.8219,4096,full_detail_aware
98.96,96.4511,0.896984,datasets\sentinel2_500_patch\images\sentinel2_patch_00195.png,196,595.3232,0.8,0.674568,1.0,18.8163,0.748047,0.905572,3277,91.4713,0.8207,4096,without_detail_term
98.96,96.4474,0.719363,datasets\sentinel2_500_patch\images\sentinel2_patch_00196.png,197,614.0092,0.8,0.630975,1.0,19.2636,0.345703,0.720167,3277,76.6349,0.857,4096,full_detail_aware
98.96,96.2596,0.719505,datasets\sentinel2_500_patch\images\sentinel2_patch_00196.png,197,595.3342,0.8,0.631903,1.0,19.2669,0.345703,0.721088,3277,76.659,0.857,4096,without_detail_term
98.99,98.9576,0.709993,datasets\sentinel2_500_patch\images\sentinel2_patch_00197.png,198,591.7966,0.8,0.601106,1.0,19.3894,0.454102,0.72053,3277,77.3514,0.8454,4096,full_detail_aware
98.99,99.1668,0.70483,datasets\sentinel2_500_patch\images\sentinel2_patch_00197.png,198,586.0208,0.8,0.601178,1.0,19.3827,0.455078,0.715086,3277,77.0457,0.8444,4096,without_detail_term
99.01,101.0783,0.671185,datasets\sentinel2_500_patch\images\sentinel2_patch_00198.png,199,622.1424,0.8,0.624107,1.0,21.7217,0.292969,0.664856,3277,73.0742,0.9002,4096,full_detail_aware
99.01,100.9455,0.673001,datasets\sentinel2_500_patch\images\sentinel2_patch_00198.png,199,622.4854,0.8,0.625642,1.0,21.6958,0.301758,0.675551,3277,73.4486,0.8996,4096,without_detail_term
98.95,95.5195,0.827507,datasets\sentinel2_500_patch\images\sentinel2_patch_00199.png,200,645.7986,0.8,0.693564,1.0,18.3188,0.370117,0.851208,3277,83.8256,0.7994,4096,full_detail_aware
98.96,95.72,0.793347,datasets\sentinel2_500_patch\images\sentinel2_patch_00199.png,200,609.8159,0.8,0.698304,1.0,18.2766,0.329102,0.817607,3277,81.377,0.7966,4096,without_detail_term
98.96,96.2372,0.618836,datasets\sentinel2_500_patch\images\sentinel2_patch_00200.png,201,623.1541,0.8,0.634034,1.0,18.974,0.094727,0.631032,3277,68.3213,0.8199,4096,full_detail_aware
98.96,96.2744,0.613015,datasets\sentinel2_500_patch\images\sentinel2_patch_00200.png,201,615.4376,0.8,0.634143,1.0,18.9111,0.094727,0.626855,3277,68.0049,0.8181,4096,without_detail_term
98.98,98.3518,0.639236,datasets\sentinel2_500_patch\images\sentinel2_patch_00201.png,202,619.4681,0.8,0.647745,1.0,20.0544,0.163086,0.624366,3277,69.6876,0.8851,4096,full_detail_aware
98.98,98.2527,0.620465,datasets\sentinel2_500_patch\images\sentinel2_patch_00201.png,202,614.437,0.8,0.648167,1.0,20.04,0.15918,0.609293,3277,68.5963,0.8841,4096,without_detail_term
98.94,94.6977,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00202.png,203,598.4738,0.8,0.587974,1.0,19.816,1.0,1.0,3277,100.0,0.7724,4096,full_detail_aware
