bandwidth_saved_percent,compression_ratio,detector_retention,image,image_index,inference_latency_ms,keep_ratio,lpips,object_retention,psnr,region_preservation,relevance_retention,semantic_token_count,semantic_utility_score,ssim,total_token_count,variant
98.93,93.3148,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00066.png,67,590.6805,0.8,0.681986,0.916667,22.7249,1.0,1.0,3277,97.5,0.8762,4096,without_detail_term
98.94,94.7058,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00067.png,68,676.3253,0.8,0.677653,0.789474,21.7164,1.0,1.0,3277,93.6842,0.8931,4096,full_detail_aware
98.94,94.6284,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00067.png,68,624.0159,0.8,0.679764,0.736842,21.6278,1.0,1.0,3277,92.1053,0.8923,4096,without_detail_term
98.98,97.72,0.7586,datasets\sentinel2_500_patch\images\sentinel2_patch_00068.png,69,648.0629,0.8,0.574215,0.85,17.3185,1.0,0.782262,3277,81.4893,0.7312,4096,full_detail_aware
98.98,97.9788,0.758006,datasets\sentinel2_500_patch\images\sentinel2_patch_00068.png,69,577.1491,0.8,0.575613,0.85,17.1082,1.0,0.780431,3277,81.4289,0.7246,4096,without_detail_term
99.04,103.7089,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00069.png,70,593.3053,0.8,0.595885,1.0,21.9355,1.0,1.0,3277,100.0,0.9027,4096,full_detail_aware
99.04,103.7296,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00069.png,70,663.8262,0.8,0.596874,1.0,21.7822,1.0,1.0,3277,100.0,0.8995,4096,without_detail_term
99.05,105.7343,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00070.png,71,592.0187,0.8,0.638933,0.5,21.897,1.0,1.0,3277,85.0,0.9267,4096,full_detail_aware
99.05,105.6902,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00070.png,71,581.1755,0.8,0.640487,0.5,21.8914,1.0,1.0,3277,85.0,0.9269,4096,without_detail_term
99.0,99.6454,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00071.png,72,569.2407,0.8,0.595908,0.692308,21.3588,1.0,1.0,3277,90.7692,0.8769,4096,full_detail_aware
99.0,100.0537,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00071.png,72,651.5568,0.8,0.595948,0.692308,21.3908,1.0,1.0,3277,90.7692,0.8765,4096,without_detail_term
99.0,100.1703,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00072.png,73,659.1104,0.8,0.602831,0.807692,20.2212,1.0,1.0,3277,94.2308,0.8597,4096,full_detail_aware
99.0,100.2115,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00072.png,73,679.1019,0.8,0.6043,0.769231,20.2015,1.0,1.0,3277,93.0769,0.8584,4096,without_detail_term
98.98,97.5687,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00073.png,74,602.6019,0.8,0.555426,1.0,22.7041,1.0,1.0,3277,100.0,0.8569,4096,full_detail_aware
98.97,97.2079,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00073.png,74,585.0945,0.8,0.557225,1.0,22.5751,1.0,1.0,3277,100.0,0.8559,4096,without_detail_term
98.99,98.5589,0.792966,datasets\sentinel2_500_patch\images\sentinel2_patch_00074.png,75,577.4558,0.8,0.590599,0.866667,18.6122,1.0,0.84186,3277,84.5558,0.7814,4096,full_detail_aware
98.99,98.639,0.786872,datasets\sentinel2_500_patch\images\sentinel2_patch_00074.png,75,626.0442,0.8,0.591008,0.866667,18.4555,1.0,0.835243,3277,84.1797,0.7763,4096,without_detail_term
99.01,101.4995,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00075.png,76,570.1057,0.8,0.627643,0.882353,20.1312,1.0,1.0,3277,96.4706,0.8488,4096,full_detail_aware
99.01,101.107,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00075.png,76,615.6289,0.8,0.629084,0.764706,19.8465,1.0,1.0,3277,92.9412,0.844,4096,without_detail_term
98.95,94.9005,0.969602,datasets\sentinel2_500_patch\images\sentinel2_patch_00076.png,77,618.5678,0.8,0.597037,0.611111,19.071,1.0,0.986373,3277,86.8449,0.8075,4096,full_detail_aware
98.95,94.8271,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00076.png,77,627.7768,0.8,0.597502,0.583333,19.0627,1.0,1.0,3277,87.5,0.8068,4096,without_detail_term
98.97,97.0908,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00077.png,78,579.5616,0.8,0.613913,0.833333,17.5619,1.0,1.0,3277,95.0,0.7888,4096,full_detail_aware
98.97,97.2248,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00077.png,78,628.703,0.8,0.613236,0.833333,17.5085,1.0,1.0,3277,95.0,0.7872,4096,without_detail_term
98.94,94.2566,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00078.png,79,548.5821,0.8,0.593304,0.65,19.2085,1.0,1.0,3277,89.5,0.8363,4096,full_detail_aware
98.94,94.3663,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00078.png,79,556.1321,0.8,0.597884,0.75,18.6447,1.0,1.0,3277,92.5,0.8228,4096,without_detail_term
98.97,97.4932,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00079.png,80,605.1044,0.8,0.684271,1.0,13.5887,1.0,1.0,3277,100.0,0.5159,4096,full_detail_aware
98.97,97.3789,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00079.png,80,576.209,0.8,0.682665,1.0,13.5589,1.0,1.0,3277,100.0,0.5105,4096,without_detail_term
98.97,97.1597,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00080.png,81,599.6371,0.8,0.639615,0.892857,16.5987,1.0,1.0,3277,96.7857,0.7581,4096,full_detail_aware
98.97,97.2356,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00080.png,81,563.7667,0.8,0.64059,0.892857,16.5941,1.0,1.0,3277,96.7857,0.7577,4096,without_detail_term
98.93,93.2692,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00081.png,82,609.4611,0.8,0.574448,0.666667,18.6326,1.0,1.0,3277,90.0,0.8093,4096,full_detail_aware
98.93,93.2511,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00081.png,82,614.5944,0.8,0.576027,0.666667,18.6549,1.0,1.0,3277,90.0,0.8091,4096,without_detail_term
98.93,93.5633,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00082.png,83,631.1594,0.8,0.570023,0.916667,19.3752,1.0,1.0,3277,97.5,0.8614,4096,full_detail_aware
98.93,93.817,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00082.png,83,709.6138,0.8,0.569483,0.916667,19.378,1.0,1.0,3277,97.5,0.8609,4096,without_detail_term
98.88,89.6687,0.971764,datasets\sentinel2_500_patch\images\sentinel2_patch_00083.png,84,645.6005,0.8,0.676829,0.928571,20.7522,0.925373,0.966285,3277,95.3071,0.8943,4096,full_detail_aware
98.89,89.9502,0.974523,datasets\sentinel2_500_patch\images\sentinel2_patch_00083.png,84,608.0448,0.8,0.674981,0.964286,20.7616,0.927505,0.968856,3277,96.5617,0.8942,4096,without_detail_term
98.89,90.2279,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00084.png,85,692.5516,0.8,0.675798,0.8,20.6402,1.0,1.0,3277,94.0,0.8956,4096,full_detail_aware
98.89,90.0513,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00084.png,85,656.6621,0.8,0.678053,0.8,20.786,1.0,1.0,3277,94.0,0.8976,4096,without_detail_term
98.89,90.1587,0.98567,datasets\sentinel2_500_patch\images\sentinel2_patch_00085.png,86,628.1207,0.8,0.671716,0.62963,19.2729,1.0,0.944269,3277,87.2011,0.8894,4096,full_detail_aware
98.89,90.1944,0.981169,datasets\sentinel2_500_patch\images\sentinel2_patch_00085.png,86,629.3479,0.8,0.671491,0.666667,19.1821,1.0,0.941513,3277,88.077,0.887,4096,without_detail_term
98.92,92.8537,0.985132,datasets\sentinel2_500_patch\images\sentinel2_patch_00086.png,87,629.4329,0.8,0.631729,0.545455,20.1901,1.0,0.977151,3277,85.3119,0.9259,4096,full_detail_aware
98.92,92.7029,0.979175,datasets\sentinel2_500_patch\images\sentinel2_patch_00086.png,87,630.6093,0.8,0.632262,0.545455,20.2163,1.0,0.972139,3277,84.9734,0.9265,4096,without_detail_term
98.89,89.799,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00087.png,88,593.1705,0.8,0.696535,0.857143,21.9353,1.0,1.0,3277,95.7143,0.915,4096,full_detail_aware
98.88,89.4864,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00087.png,88,646.8197,0.8,0.697864,0.857143,22.042,1.0,1.0,3277,95.7143,0.9159,4096,without_detail_term
98.87,88.801,0.968235,datasets\sentinel2_500_patch\images\sentinel2_patch_00088.png,89,645.7737,0.8,0.632755,0.666667,22.2191,1.0,0.944093,3277,87.6112,0.9201,4096,full_detail_aware
98.88,88.9772,0.993946,datasets\sentinel2_500_patch\images\sentinel2_patch_00088.png,89,704.7042,0.8,0.631941,0.666667,22.1129,1.0,0.970613,3277,89.1701,0.9189,4096,without_detail_term
98.91,91.3348,0.905335,datasets\sentinel2_500_patch\images\sentinel2_patch_00089.png,90,650.2348,0.8,0.581567,0.882353,21.9299,1.0,0.906217,3277,90.8084,0.9293,4096,full_detail_aware
98.91,91.3534,0.941845,datasets\sentinel2_500_patch\images\sentinel2_patch_00089.png,90,610.8737,0.8,0.581816,0.941176,21.8467,1.0,0.942618,3277,94.7615,0.9281,4096,without_detail_term
98.94,94.2051,0.562128,datasets\sentinel2_500_patch\images\sentinel2_patch_00090.png,91,648.5351,0.8,0.544664,1.0,23.6231,0.167969,0.578203,3277,65.7288,0.8036,4096,full_detail_aware
98.94,94.0148,0.547844,datasets\sentinel2_500_patch\images\sentinel2_patch_00090.png,91,652.3404,0.8,0.546507,1.0,23.1711,0.15918,0.563616,3277,64.7779,0.7962,4096,without_detail_term
98.91,91.649,0.897513,datasets\sentinel2_500_patch\images\sentinel2_patch_00091.png,92,618.2333,0.8,0.522439,1.0,22.5057,0.616822,0.905567,3277,90.1801,0.7849,4096,full_detail_aware
98.9,91.1571,0.866599,datasets\sentinel2_500_patch\images\sentinel2_patch_00091.png,92,563.8845,0.8,0.522651,1.0,22.315,0.579439,0.87589,3277,87.9762,0.7797,4096,without_detail_term
98.92,92.1909,0.818951,datasets\sentinel2_500_patch\images\sentinel2_patch_00092.png,93,680.8975,0.8,0.535752,1.0,23.7404,0.390244,0.855143,3277,83.7634,0.7952,4096,full_detail_aware
98.91,92.0337,0.834395,datasets\sentinel2_500_patch\images\sentinel2_patch_00092.png,93,678.5755,0.8,0.536541,1.0,23.6985,0.439024,0.871367,3277,85.1934,0.7953,4096,without_detail_term
98.92,92.428,0.550448,datasets\sentinel2_500_patch\images\sentinel2_patch_00093.png,94,639.1834,0.8,0.557723,0.0,22.1752,0.136364,0.600366,3277,35.3889,0.7672,4096,full_detail_aware
98.92,92.4085,0.546749,datasets\sentinel2_500_patch\images\sentinel2_patch_00093.png,94,612.4669,0.8,0.557368,0.0,22.0654,0.140909,0.596263,3277,35.2043,0.7646,4096,without_detail_term
98.93,93.4379,0.458365,datasets\sentinel2_500_patch\images\sentinel2_patch_00094.png,95,658.4622,0.8,0.555026,0.0,21.7253,0.098081,0.485463,3277,29.0247,0.7682,4096,full_detail_aware
98.93,93.2992,0.460138,datasets\sentinel2_500_patch\images\sentinel2_patch_00094.png,95,649.7126,0.8,0.555462,0.0,21.8382,0.098081,0.487495,3277,29.1362,0.7709,4096,without_detail_term
98.9,90.7777,0.928548,datasets\sentinel2_500_patch\images\sentinel2_patch_00095.png,96,646.9085,0.8,0.520306,1.0,25.5828,0.512821,0.968471,3277,91.6396,0.8293,4096,full_detail_aware
98.9,90.934,0.927573,datasets\sentinel2_500_patch\images\sentinel2_patch_00095.png,96,608.0854,0.8,0.519966,1.0,25.1947,0.525641,0.966612,3277,91.6916,0.8255,4096,without_detail_term
98.93,93.3253,0.53537,datasets\sentinel2_500_patch\images\sentinel2_patch_00096.png,97,634.0615,0.8,0.550409,1.0,23.3293,0.148148,0.561502,3277,64.1263,0.7874,4096,full_detail_aware
98.92,92.9201,0.532373,datasets\sentinel2_500_patch\images\sentinel2_patch_00096.png,97,609.4909,0.8,0.551836,1.0,24.0229,0.148148,0.56031,3277,63.9826,0.7978,4096,without_detail_term
98.93,93.0835,0.50628,datasets\sentinel2_500_patch\images\sentinel2_patch_00097.png,98,639.6532,0.8,0.560671,1.0,22.0932,0.063174,0.531393,3277,61.5108,0.7531,4096,full_detail_aware
98.93,93.2051,0.479998,datasets\sentinel2_500_patch\images\sentinel2_patch_00097.png,98,689.1058,0.8,0.560713,1.0,21.8291,0.047766,0.504131,3277,59.7602,0.7483,4096,without_detail_term
98.98,98.3811,0.895999,datasets\sentinel2_500_patch\images\sentinel2_patch_00098.png,99,638.0508,0.8,0.643558,1.0,20.7482,0.783105,0.868356,3277,91.0381,0.8694,4096,full_detail_aware
98.99,98.9167,0.907879,datasets\sentinel2_500_patch\images\sentinel2_patch_00098.png,99,685.2754,0.8,0.641994,1.0,20.6912,0.817352,0.882167,3277,92.132,0.8677,4096,without_detail_term
99.06,106.0038,0.887556,datasets\sentinel2_500_patch\images\sentinel2_patch_00099.png,100,635.5296,0.8,0.617106,1.0,20.1025,1.0,0.855014,3277,92.6025,0.8531,4096,full_detail_aware
99.06,105.8683,0.94104,datasets\sentinel2_500_patch\images\sentinel2_patch_00099.png,100,675.8249,0.8,0.617142,1.0,20.0581,1.0,0.907658,3277,95.7947,0.8516,4096,without_detail_term
99.02,101.5554,0.768158,datasets\sentinel2_500_patch\images\sentinel2_patch_00100.png,101,679.5808,0.8,0.633309,1.0,19.2577,0.544944,0.729666,3277,80.7691,0.8217,4096,full_detail_aware
99.01,101.3902,0.900763,datasets\sentinel2_500_patch\images\sentinel2_patch_00100.png,101,653.6654,0.8,0.633921,1.0,19.0151,0.769663,0.848629,3277,90.6997,0.8138,4096,without_detail_term
98.98,98.442,0.807299,datasets\sentinel2_500_patch\images\sentinel2_patch_00101.png,102,680.2211,0.8,0.65685,1.0,18.7029,0.591797,0.798817,3277,84.1863,0.8453,4096,full_detail_aware
98.99,98.6929,0.832852,datasets\sentinel2_500_patch\images\sentinel2_patch_00101.png,102,663.4694,0.8,0.654318,1.0,18.6605,0.621094,0.823733,3277,85.9997,0.8443,4096,without_detail_term
98.99,98.7741,0.885016,datasets\sentinel2_500_patch\images\sentinel2_patch_00102.png,103,657.0615,0.8,0.665024,1.0,19.2916,0.72168,0.892103,3277,90.4595,0.863,4096,full_detail_aware
98.99,98.6196,0.892432,datasets\sentinel2_500_patch\images\sentinel2_patch_00102.png,103,635.8955,0.8,0.666056,1.0,19.3041,0.725586,0.897399,3277,90.9011,0.8625,4096,without_detail_term
99.02,101.6687,0.879958,datasets\sentinel2_500_patch\images\sentinel2_patch_00103.png,104,655.8363,0.8,0.613874,1.0,19.5219,0.877525,0.859996,3277,91.1735,0.85,4096,full_detail_aware
99.02,101.6477,0.906632,datasets\sentinel2_500_patch\images\sentinel2_patch_00103.png,104,605.5552,0.8,0.612513,1.0,19.4663,0.941919,0.888716,3277,93.4588,0.8473,4096,without_detail_term
98.99,99.2556,0.972957,datasets\sentinel2_500_patch\images\sentinel2_patch_00104.png,105,635.2796,0.8,0.626349,1.0,19.9211,1.0,0.957199,3277,98.0623,0.8536,4096,full_detail_aware
99.0,99.5343,0.987186,datasets\sentinel2_500_patch\images\sentinel2_patch_00104.png,105,612.3756,0.8,0.628307,1.0,19.7187,1.0,0.970873,3277,98.9049,0.8484,4096,without_detail_term
98.96,96.5033,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00105.png,106,581.801,0.8,0.664404,1.0,20.124,1.0,1.0,3277,100.0,0.856,4096,full_detail_aware
98.96,96.5408,0.995384,datasets\sentinel2_500_patch\images\sentinel2_patch_00105.png,106,626.8988,0.8,0.663014,1.0,20.0097,1.0,0.971028,3277,99.2359,0.8518,4096,without_detail_term
98.94,94.3407,0.513709,datasets\sentinel2_500_patch\images\sentinel2_patch_00106.png,107,620.5386,0.8,0.568293,1.0,22.8644,0.080395,0.539503,3277,62.1424,0.8169,4096,full_detail_aware
98.95,94.8778,0.509912,datasets\sentinel2_500_patch\images\sentinel2_patch_00106.png,107,559.7535,0.8,0.569416,1.0,22.5309,0.088858,0.535486,3277,61.9948,0.8092,4096,without_detail_term
98.9,90.6902,0.662012,datasets\sentinel2_500_patch\images\sentinel2_patch_00107.png,108,656.1159,0.8,0.518141,1.0,22.8074,0.247706,0.68594,3277,72.6763,0.8109,4096,full_detail_aware
98.9,90.5805,0.65258,datasets\sentinel2_500_patch\images\sentinel2_patch_00107.png,108,638.1676,0.8,0.51695,1.0,22.6615,0.243119,0.676234,3277,72.0591,0.8081,4096,without_detail_term
98.89,90.2025,0.853046,datasets\sentinel2_500_patch\images\sentinel2_patch_00108.png,109,632.9814,0.8,0.514601,1.0,21.666,1.0,0.865386,3277,91.4295,0.8446,4096,full_detail_aware
98.89,90.0178,0.845843,datasets\sentinel2_500_patch\images\sentinel2_patch_00108.png,109,636.7047,0.8,0.515469,1.0,21.7324,1.0,0.858769,3277,91.0091,0.8461,4096,without_detail_term
98.89,90.1641,0.876925,datasets\sentinel2_500_patch\images\sentinel2_patch_00109.png,110,603.0328,0.8,0.509135,0.5,22.2544,1.0,0.889034,3277,77.8577,0.8632,4096,full_detail_aware
98.89,90.1268,0.878575,datasets\sentinel2_500_patch\images\sentinel2_patch_00109.png,110,581.3879,0.8,0.510109,0.5,22.1997,1.0,0.890472,3277,77.9524,0.862,4096,without_detail_term
98.89,90.1959,0.909673,datasets\sentinel2_500_patch\images\sentinel2_patch_00110.png,111,607.0915,0.8,0.513351,0.6,22.361,1.0,0.921199,3277,82.8109,0.8627,4096,full_detail_aware
98.89,90.2521,0.907354,datasets\sentinel2_500_patch\images\sentinel2_patch_00110.png,111,612.8201,0.8,0.513977,0.6,22.3103,1.0,0.918781,3277,82.6698,0.8613,4096,without_detail_term
98.89,90.2143,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00111.png,112,645.9361,0.8,0.473391,1.0,26.1064,1.0,1.0,3277,100.0,0.857,4096,full_detail_aware
98.89,90.4465,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00111.png,112,603.5084,0.8,0.473147,1.0,25.7425,1.0,1.0,3277,100.0,0.8544,4096,without_detail_term
98.87,88.8096,0.586987,datasets\sentinel2_500_patch\images\sentinel2_patch_00112.png,113,630.9226,0.8,0.505535,1.0,27.1273,0.098976,0.604031,3277,66.5499,0.8577,4096,full_detail_aware
98.87,88.8282,0.582686,datasets\sentinel2_500_patch\images\sentinel2_patch_00112.png,113,678.2374,0.8,0.505671,1.0,27.1226,0.102389,0.599314,3277,66.3176,0.8599,4096,without_detail_term
98.91,91.8743,0.718232,datasets\sentinel2_500_patch\images\sentinel2_patch_00113.png,114,599.1775,0.8,0.531121,0.0,26.3233,0.343008,0.742034,3277,47.0,0.8233,4096,full_detail_aware
98.91,91.8934,0.786373,datasets\sentinel2_500_patch\images\sentinel2_patch_00113.png,114,630.6685,0.8,0.530289,0.0,26.1744,0.379947,0.815747,3277,51.5693,0.8235,4096,without_detail_term
98.93,93.4613,0.958259,datasets\sentinel2_500_patch\images\sentinel2_patch_00114.png,115,649.1569,0.8,0.616785,1.0,20.7938,1.0,0.924161,3277,96.8136,0.908,4096,full_detail_aware
98.93,93.7542,0.960016,datasets\sentinel2_500_patch\images\sentinel2_patch_00114.png,115,615.3735,0.8,0.617254,1.0,20.7923,1.0,0.926208,3277,96.9248,0.9074,4096,without_detail_term
99.03,103.3691,0.960907,datasets\sentinel2_500_patch\images\sentinel2_patch_00115.png,116,611.4084,0.8,0.582629,1.0,19.7975,0.900901,0.906221,3277,95.5697,0.8675,4096,full_detail_aware
99.03,103.4126,0.946272,datasets\sentinel2_500_patch\images\sentinel2_patch_00115.png,116,618.0022,0.8,0.583502,1.0,19.7657,0.891892,0.892415,3277,94.6181,0.8665,4096,without_detail_term
99.03,102.739,0.736026,datasets\sentinel2_500_patch\images\sentinel2_patch_00116.png,117,623.0895,0.8,0.600164,1.0,19.2819,0.5,0.717855,3277,78.7982,0.8557,4096,full_detail_aware
99.03,102.8269,0.728618,datasets\sentinel2_500_patch\images\sentinel2_patch_00116.png,117,612.0346,0.8,0.60135,1.0,19.7948,0.449219,0.706342,3277,77.7637,0.8713,4096,without_detail_term
99.02,102.3972,0.940001,datasets\sentinel2_500_patch\images\sentinel2_patch_00117.png,118,611.3527,0.8,0.604421,1.0,18.7765,0.883832,0.891661,3277,94.2716,0.8268,4096,full_detail_aware
99.03,102.9957,0.72138,datasets\sentinel2_500_patch\images\sentinel2_patch_00117.png,118,676.2816,0.8,0.606023,1.0,19.3387,0.461078,0.700579,3277,77.4776,0.8494,4096,without_detail_term
99.03,102.9732,0.715212,datasets\sentinel2_500_patch\images\sentinel2_patch_00118.png,119,659.9816,0.8,0.610931,1.0,18.9435,0.420984,0.695742,3277,76.7332,0.8327,4096,full_detail_aware
99.03,102.9288,0.688493,datasets\sentinel2_500_patch\images\sentinel2_patch_00118.png,119,671.7088,0.8,0.611291,1.0,19.2716,0.335492,0.67004,3277,74.2954,0.8459,4096,without_detail_term
99.03,102.782,0.685878,datasets\sentinel2_500_patch\images\sentinel2_patch_00119.png,120,641.2004,0.8,0.558703,1.0,20.7319,0.368164,0.667924,3277,74.4753,0.8591,4096,full_detail_aware
99.03,103.0951,0.621759,datasets\sentinel2_500_patch\images\sentinel2_patch_00119.png,120,671.1542,0.8,0.556952,1.0,20.5574,0.232422,0.601948,3277,69.2335,0.8542,4096,without_detail_term
98.99,99.3698,0.823961,datasets\sentinel2_500_patch\images\sentinel2_patch_00120.png,121,614.4317,0.8,0.587848,1.0,20.9575,0.71558,0.811476,3277,86.3438,0.8853,4096,full_detail_aware
98.99,99.2659,0.828167,datasets\sentinel2_500_patch\images\sentinel2_patch_00120.png,121,644.2522,0.8,0.587611,1.0,21.0973,0.717391,0.818585,3277,86.6723,0.8869,4096,without_detail_term
99.0,100.3591,0.947379,datasets\sentinel2_500_patch\images\sentinel2_patch_00121.png,122,628.3026,0.8,0.604754,1.0,19.7878,0.743363,0.929862,3277,93.926,0.852,4096,full_detail_aware
99.0,100.2768,0.943059,datasets\sentinel2_500_patch\images\sentinel2_patch_00121.png,122,684.286,0.8,0.606458,1.0,19.7163,0.735777,0.925738,3277,93.5949,0.8494,4096,without_detail_term
98.87,88.727,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00122.png,123,616.5375,0.8,0.559852,1.0,19.542,1.0,1.0,3277,100.0,0.7344,4096,full_detail_aware
98.87,88.1457,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00122.png,123,636.4414,0.8,0.561373,1.0,19.4933,1.0,1.0,3277,100.0,0.7342,4096,without_detail_term
98.88,89.0946,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00123.png,124,606.3875,0.8,0.557801,0.947368,19.1554,1.0,1.0,3277,98.4211,0.7515,4096,full_detail_aware
98.87,88.7608,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00123.png,124,600.981,0.8,0.557558,0.947368,19.1986,1.0,1.0,3277,98.4211,0.7532,4096,without_detail_term
98.88,89.2322,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00124.png,125,559.1041,0.8,0.544013,1.0,20.7175,0.88601,1.0,3277,98.8601,0.7713,4096,full_detail_aware
98.87,88.3756,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00124.png,125,602.8279,0.8,0.547534,1.0,20.8776,0.906736,1.0,3277,99.0674,0.7745,4096,without_detail_term
98.86,87.6378,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00125.png,126,605.0056,0.8,0.541845,1.0,20.2725,1.0,1.0,3277,100.0,0.7689,4096,full_detail_aware
98.86,87.6207,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00125.png,126,613.045,0.8,0.543085,1.0,20.1262,1.0,1.0,3277,100.0,0.7651,4096,without_detail_term
98.86,87.66,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00126.png,127,592.9183,0.8,0.548808,1.0,21.0419,1.0,1.0,3277,100.0,0.7739,4096,full_detail_aware
98.85,87.0717,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00126.png,127,626.685,0.8,0.551677,1.0,21.081,1.0,1.0,3277,100.0,0.7721,4096,without_detail_term
99.03,103.478,0.663315,datasets\sentinel2_500_patch\images\sentinel2_patch_00127.png,128,602.5124,0.8,0.717395,1.0,18.5529,0.041992,0.669776,3277,70.348,0.7778,4096,full_detail_aware
99.05,105.0843,0.653004,datasets\sentinel2_500_patch\images\sentinel2_patch_00127.png,128,657.1331,0.8,0.717647,1.0,18.3736,0.043945,0.658749,3277,69.7346,0.7668,4096,without_detail_term
99.03,103.0713,0.663895,datasets\sentinel2_500_patch\images\sentinel2_patch_00128.png,129,630.6429,0.8,0.706583,1.0,18.4532,0.09082,0.672857,3277,70.9211,0.7975,4096,full_detail_aware
99.03,103.5169,0.643651,datasets\sentinel2_500_patch\images\sentinel2_patch_00128.png,129,586.6145,0.8,0.712498,1.0,18.2209,0.068359,0.652754,3277,69.4847,0.7852,4096,without_detail_term
99.02,101.8808,0.732759,datasets\sentinel2_500_patch\images\sentinel2_patch_00129.png,130,671.2653,0.8,0.700651,1.0,18.9392,0.113281,0.719857,3277,74.8403,0.7942,4096,full_detail_aware
99.03,102.9311,0.723058,datasets\sentinel2_500_patch\images\sentinel2_patch_00129.png,130,624.2197,0.8,0.702499,1.0,18.7044,0.114258,0.709066,3277,74.2462,0.7848,4096,without_detail_term
99.03,103.2537,0.618986,datasets\sentinel2_500_patch\images\sentinel2_patch_00130.png,131,622.1246,0.8,0.709317,1.0,18.3381,0.035156,0.624566,3277,67.6023,0.7817,4096,full_detail_aware
99.04,104.0452,0.628346,datasets\sentinel2_500_patch\images\sentinel2_patch_00130.png,131,638.1258,0.8,0.713185,1.0,18.1296,0.039062,0.63271,3277,68.1786,0.7701,4096,without_detail_term
99.02,102.4465,0.609334,datasets\sentinel2_500_patch\images\sentinel2_patch_00131.png,132,596.7145,0.8,0.70454,1.0,18.9169,0.037109,0.611339,3277,66.9712,0.7762,4096,full_detail_aware
99.03,103.4876,0.61314,datasets\sentinel2_500_patch\images\sentinel2_patch_00131.png,132,578.4105,0.8,0.701728,1.0,18.7478,0.040039,0.614457,3277,67.2151,0.7688,4096,without_detail_term
99.01,100.6984,0.805469,datasets\sentinel2_500_patch\images\sentinel2_patch_00132.png,133,649.6105,0.8,0.733238,0.647059,19.8708,0.375977,0.780269,3277,70.9957,0.8221,4096,full_detail_aware
99.01,100.6172,0.806468,datasets\sentinel2_500_patch\images\sentinel2_patch_00132.png,133,587.6133,0.8,0.731477,0.705882,19.8833,0.37793,0.781337,3277,72.8412,0.8225,4096,without_detail_term
99.03,103.1054,0.779934,datasets\sentinel2_500_patch\images\sentinel2_patch_00133.png,134,612.8883,0.8,0.697364,1.0,18.6241,0.504883,0.786578,3277,81.9778,0.8005,4096,full_detail_aware
99.03,103.3988,0.786181,datasets\sentinel2_500_patch\images\sentinel2_patch_00133.png,134,625.3553,0.8,0.698341,1.0,18.5599,0.538086,0.793785,3277,82.7038,0.7969,4096,without_detail_term
98.99,98.6304,0.991265,datasets\sentinel2_500_patch\images\sentinel2_patch_00134.png,135,662.8705,0.8,0.733839,1.0,18.323,0.609391,0.985133,3277,95.4472,0.8363,4096,full_detail_aware
