bandwidth_saved_percent,compression_ratio,detector_retention,energy_j,image,keep_ratio,lpips,method,object_retention,psnr,region_preservation,relevance_retention,semantic_utility_score,ssim
99.5,200.0908,0.1868,6.172448,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,0.3,0.728001,utility_aware_30,0.64,12.7804,0.372385,0.186097,34.1178,0.3809
99.4,166.4804,0.332069,6.299367,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,0.4,0.715352,utility_aware_40,1.0,13.3417,0.728033,0.329828,57.1597,0.4391
99.3,143.8397,0.521024,6.390713,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,0.5,0.705259,utility_aware_50,1.0,14.2622,1.0,0.517596,71.1929,0.5048
99.22,127.4988,0.728368,6.436927,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,0.6,0.694262,utility_aware_60,1.0,15.4364,1.0,0.720698,83.5487,0.5769
99.13,115.4999,0.931741,6.543924,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,0.7,0.690536,utility_aware_70,1.0,16.6982,1.0,0.925119,95.772,0.6354
99.06,106.2572,1.0,6.710635,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,0.8,0.678015,utility_aware_80,1.0,18.7151,1.0,1.0,100.0,0.7053
98.98,98.104,1.0,6.840915,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,0.9,0.675653,utility_aware_90,1.0,20.5795,1.0,1.0,100.0,0.7585
98.94,94.6334,1.0,6.87601,datasets\sentinel2_100_patch\images\sentinel2_cems_0029.png,1.0,0.684808,utility_aware_100,1.0,22.557,1.0,1.0,100.0,0.7877
99.74,377.4874,0.338738,6.063548,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,0.1,0.799872,utility_aware_10,0.5,10.27,0.304762,0.335543,38.308,0.1882
99.6,250.9583,0.532212,6.315973,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,0.2,0.774103,utility_aware_20,1.0,11.3875,0.504762,0.532965,66.9954,0.3318
99.49,195.4213,0.659374,6.431058,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,0.3,0.761272,utility_aware_30,1.0,12.4761,0.822222,0.663575,77.8687,0.4522
99.39,162.9982,0.732308,6.53794,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,0.4,0.755934,utility_aware_40,0.892857,13.378,1.0,0.748198,81.042,0.5299
99.29,141.115,0.90611,6.725863,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,0.5,0.746076,utility_aware_50,0.821429,13.984,1.0,0.914942,89.1861,0.5752
99.2,124.4407,0.994137,6.695984,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,0.6,0.736706,utility_aware_60,0.821429,14.9972,1.0,1.0,94.4083,0.6311
99.11,112.9391,1.0,6.756442,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,0.7,0.730709,utility_aware_70,1.0,15.9526,1.0,1.0,100.0,0.6766
99.04,103.8797,1.0,6.8512,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,0.8,0.714238,utility_aware_80,0.928571,16.8502,1.0,1.0,97.8571,0.7097
98.97,96.8887,1.0,6.791844,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,0.9,0.696674,utility_aware_90,0.892857,18.1288,1.0,1.0,96.7857,0.751
98.93,93.0898,1.0,6.87536,datasets\sentinel2_100_patch\images\sentinel2_cems_0030.png,1.0,0.688993,utility_aware_100,0.892857,23.2992,1.0,1.0,96.7857,0.8455
99.76,416.0393,0.248474,6.380851,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,0.1,0.755182,utility_aware_10,0.7,11.8327,0.202629,0.249557,37.9564,0.298
99.64,280.7083,0.376554,6.60889,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,0.2,0.733787,utility_aware_20,0.766667,13.5382,0.393209,0.378895,49.5722,0.5193
99.54,219.1704,0.471234,6.60369,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,0.3,0.709473,utility_aware_30,0.8,14.8236,0.481928,0.473569,57.14,0.6432
99.45,180.9695,0.57337,6.636107,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,0.4,0.70077,utility_aware_40,0.866667,15.904,0.677985,0.572341,67.1615,0.7176
99.36,156.7573,0.650643,6.901689,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,0.5,0.690506,utility_aware_50,0.866667,16.7409,0.768894,0.659214,72.8989,0.7599
99.27,137.7134,0.746041,7.059724,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,0.6,0.684591,utility_aware_60,0.933333,17.4977,0.841183,0.754984,81.3532,0.7891
99.2,125.0224,0.762933,7.258251,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,0.7,0.674205,utility_aware_70,0.866667,18.1661,0.798467,0.771124,79.9245,0.8115
99.14,115.928,0.872618,7.488226,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,0.8,0.672954,utility_aware_80,0.866667,18.86,0.958379,0.88567,88.2019,0.8285
99.09,110.0122,0.85601,7.285053,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,0.9,0.673864,utility_aware_90,0.766667,19.2812,0.860898,0.871481,83.279,0.837
99.07,108.008,0.845278,7.139318,datasets\sentinel2_100_patch\images\sentinel2_cems_0031.png,1.0,0.685352,utility_aware_100,0.766667,19.6438,0.757941,0.866063,81.7118,0.8399
99.77,426.4907,0.188037,6.346573,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,0.1,0.770671,utility_aware_10,1.0,10.5654,0.133789,0.188503,42.6294,0.2709
99.65,286.7783,0.299245,6.548087,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,0.2,0.731819,utility_aware_20,1.0,11.7598,0.149414,0.289531,49.2546,0.4394
99.56,224.8566,0.384923,6.786673,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,0.3,0.708183,utility_aware_30,1.0,13.004,0.145508,0.373172,54.3154,0.5656
99.46,184.1307,0.50515,7.068415,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,0.4,0.700552,utility_aware_40,1.0,14.0988,0.246094,0.499812,62.6632,0.6509
99.37,158.7889,0.574135,6.831896,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,0.5,0.69769,utility_aware_50,1.0,15.3098,0.272461,0.569679,67.0836,0.7191
99.29,140.397,0.621211,6.975325,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,0.6,0.696356,utility_aware_60,1.0,16.4149,0.272461,0.617794,69.9289,0.7666
99.21,127.1863,0.732787,6.983368,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,0.7,0.69349,utility_aware_70,1.0,17.5877,0.421875,0.739511,78.3204,0.8062
99.15,117.1577,0.790004,7.067907,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,0.8,0.687659,utility_aware_80,1.0,18.5172,0.491211,0.798813,82.4885,0.8295
99.09,109.7897,0.776198,7.137584,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,0.9,0.68569,utility_aware_90,1.0,19.0706,0.413086,0.777605,80.7309,0.8405
99.06,106.6037,0.77483,7.108337,datasets\sentinel2_100_patch\images\sentinel2_cems_0032.png,1.0,0.703514,utility_aware_100,1.0,19.5345,0.319336,0.786157,79.9097,0.8448
99.73,374.7648,0.210207,6.074914,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,0.1,0.787951,utility_aware_10,0.666667,9.8581,0.146919,0.201822,33.9139,0.1302
99.6,251.6579,0.361559,6.212552,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,0.2,0.745905,utility_aware_20,1.0,11.0274,0.334123,0.357768,54.9589,0.2708
99.48,194.1569,0.48553,6.626552,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,0.3,0.7322,utility_aware_30,1.0,12.159,0.514218,0.487901,64.3214,0.386
99.38,161.7097,0.60936,6.60919,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,0.4,0.727969,utility_aware_40,1.0,13.162,0.684834,0.6163,73.5487,0.4719
99.29,140.2554,0.696731,6.693423,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,0.5,0.723285,utility_aware_50,1.0,13.9661,0.947867,0.708756,81.523,0.5327
99.19,123.5991,0.781182,7.103967,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,0.6,0.714731,utility_aware_60,1.0,15.0356,1.0,0.795821,87.1637,0.5986
99.1,111.6503,0.835071,6.635777,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,0.7,0.711963,utility_aware_70,1.0,16.2923,1.0,0.850192,90.4067,0.6643
99.03,103.1179,0.87103,6.90732,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,0.8,0.712416,utility_aware_80,1.0,17.2707,1.0,0.887605,92.5933,0.7076
98.96,96.4681,0.960596,6.782726,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,0.9,0.698456,utility_aware_90,1.0,19.8518,1.0,0.982602,98.0759,0.7817
98.92,92.8649,1.0,6.808872,datasets\sentinel2_100_patch\images\sentinel2_cems_0033.png,1.0,0.696966,utility_aware_100,1.0,24.08,1.0,1.0,100.0,0.8396
99.75,393.2264,1.0,6.401098,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,0.1,0.904662,utility_aware_10,1.0,10.2573,1.0,1.0,100.0,0.1365
99.62,263.5453,1.0,6.725,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,0.2,0.875164,utility_aware_20,1.0,10.5587,1.0,1.0,100.0,0.1672
99.51,203.2768,1.0,6.886647,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,0.3,0.872771,utility_aware_30,1.0,10.9363,1.0,1.0,100.0,0.1988
99.41,169.8316,1.0,6.9238,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,0.4,0.878676,utility_aware_40,1.0,11.3463,1.0,1.0,100.0,0.2067
99.32,146.6251,1.0,6.928887,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,0.5,0.879443,utility_aware_50,1.0,11.9185,1.0,1.0,100.0,0.224
99.23,129.9099,1.0,6.883742,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,0.6,0.870841,utility_aware_60,1.0,12.6175,1.0,1.0,100.0,0.2367
99.15,117.2638,1.0,7.270358,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,0.7,0.863479,utility_aware_70,1.0,13.5232,1.0,1.0,100.0,0.2771
99.07,107.6895,1.0,6.776554,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,0.8,0.840292,utility_aware_80,1.0,14.7437,1.0,1.0,100.0,0.354
99.01,100.8648,1.0,6.728971,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,0.9,0.801836,utility_aware_90,1.0,16.6913,1.0,1.0,100.0,0.5028
98.97,97.1004,1.0,6.866864,datasets\sentinel2_100_patch\images\sentinel2_cems_0034.png,1.0,0.762645,utility_aware_100,1.0,22.4692,1.0,1.0,100.0,0.8094
99.77,437.5329,1.0,6.344548,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,0.1,0.886807,utility_aware_10,0.857143,12.7563,0.783203,1.0,93.5463,0.3603
99.66,291.337,1.0,6.601083,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,0.2,0.86768,utility_aware_20,1.0,13.7051,1.0,1.0,100.0,0.4942
99.55,224.2884,1.0,6.558238,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,0.3,0.865608,utility_aware_30,1.0,14.2061,1.0,1.0,100.0,0.5704
99.46,185.1771,1.0,7.228224,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,0.4,0.86215,utility_aware_40,1.0,14.77,1.0,1.0,100.0,0.6209
99.37,158.9669,1.0,6.75222,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,0.5,0.843361,utility_aware_50,1.0,15.2967,1.0,1.0,100.0,0.6619
99.29,141.0112,1.0,7.016916,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,0.6,0.825333,utility_aware_60,1.0,15.8893,1.0,1.0,100.0,0.6898
99.21,126.9397,1.0,7.163115,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,0.7,0.796423,utility_aware_70,1.0,16.5928,1.0,1.0,100.0,0.7191
99.14,116.5348,1.0,7.264259,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,0.8,0.768052,utility_aware_80,1.0,17.4322,1.0,1.0,100.0,0.74
99.08,108.5189,0.950405,7.00683,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,0.9,0.737086,utility_aware_90,1.0,18.0925,1.0,0.954212,97.1004,0.7602
99.04,104.6291,0.920946,6.92214,datasets\sentinel2_100_patch\images\sentinel2_cems_0035.png,1.0,0.729661,utility_aware_100,1.0,19.1272,0.820312,0.928601,93.613,0.8085
99.77,435.4015,0.219208,6.3079,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,0.1,0.804824,utility_aware_10,1.0,11.0292,0.106445,0.220482,44.2424,0.2868
99.66,291.775,0.359022,6.492374,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,0.2,0.76766,utility_aware_20,1.0,12.2654,0.200195,0.360477,53.5724,0.4671
99.55,223.8122,0.400675,6.409551,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,0.3,0.740421,utility_aware_30,1.0,13.5865,0.204102,0.397548,56.019,0.6136
99.46,184.8853,0.474086,6.609842,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,0.4,0.708436,utility_aware_40,1.0,14.9776,0.199219,0.467225,60.3001,0.7165
99.37,159.4511,0.514429,6.714328,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,0.5,0.696489,utility_aware_50,1.0,16.3603,0.182617,0.510996,62.6232,0.7861
99.29,140.7369,0.520751,6.807819,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,0.6,0.681746,utility_aware_60,1.0,17.5002,0.155273,0.534314,63.069,0.8252
99.22,128.3658,0.618846,7.06448,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,0.7,0.677324,utility_aware_70,1.0,18.1834,0.212891,0.635662,69.596,0.8429
99.15,118.0883,0.698406,6.85695,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,0.8,0.664792,utility_aware_80,1.0,19.0265,0.279297,0.692919,74.5876,0.8603
99.1,111.4621,0.689112,6.962214,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,0.9,0.660256,utility_aware_90,1.0,19.5002,0.251953,0.686291,73.8098,0.8691
99.08,108.9911,0.734309,7.274628,datasets\sentinel2_100_patch\images\sentinel2_cems_0036.png,1.0,0.678319,utility_aware_100,1.0,19.8352,0.242188,0.742352,76.6413,0.8714
99.73,371.649,0.026649,5.968151,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,0.1,0.820602,utility_aware_10,0.08,11.3169,0.015625,0.029012,4.2025,0.2172
99.61,254.5997,0.100249,6.021794,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,0.2,0.781127,utility_aware_20,0.32,11.7385,0.148438,0.101533,17.125,0.3144
99.49,196.6519,0.211277,6.150167,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,0.3,0.749582,utility_aware_30,0.68,12.4321,0.333333,0.210763,36.3997,0.4095
99.39,163.6382,0.382958,6.2244,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,0.4,0.733747,utility_aware_40,0.88,13.4484,0.601562,0.37877,55.3094,0.5132
99.29,141.5852,0.601748,6.447986,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,0.5,0.711842,utility_aware_50,0.92,14.7424,1.0,0.59371,73.5441,0.6119
99.2,124.7415,0.839191,6.307562,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,0.6,0.704175,utility_aware_60,0.92,16.409,1.0,0.827561,87.7189,0.6998
99.12,113.2088,1.0,6.430559,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,0.7,0.688013,utility_aware_70,0.96,18.0684,1.0,0.992359,98.6472,0.7627
99.03,103.2122,1.0,6.529793,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,0.8,0.680329,utility_aware_80,0.88,19.2118,1.0,1.0,96.4,0.7968
98.95,95.0882,1.0,6.907816,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,0.9,0.677564,utility_aware_90,0.92,20.9044,1.0,1.0,97.6,0.8344
98.92,92.4035,1.0,6.892823,datasets\sentinel2_100_patch\images\sentinel2_cems_0037.png,1.0,0.685985,utility_aware_100,0.92,22.8275,1.0,1.0,97.6,0.8611
99.74,378.3571,0.391628,6.201299,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,0.1,0.80034,utility_aware_10,0.69697,10.5375,0.329596,0.38719,47.614,0.362
99.6,252.5265,0.557646,6.539235,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,0.2,0.770146,utility_aware_20,0.606061,11.7001,0.571749,0.554673,57.2986,0.4882
99.5,198.498,0.683799,6.59932,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,0.3,0.757907,utility_aware_30,0.727273,12.676,0.800448,0.680851,70.7916,0.5703
99.39,163.7079,0.991721,6.518327,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,0.4,0.749971,utility_aware_40,0.454545,13.9736,1.0,0.994507,83.1953,0.6456
99.29,141.5081,1.0,6.810221,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,0.5,0.740828,utility_aware_50,0.484848,15.0642,1.0,1.0,84.5455,0.6968
99.2,124.6664,1.0,7.019497,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,0.6,0.730411,utility_aware_60,0.484848,16.503,1.0,1.0,84.5455,0.7532
99.11,112.7728,1.0,7.138124,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,0.7,0.712857,utility_aware_70,0.363636,17.3181,1.0,1.0,80.9091,0.7806
99.03,103.2784,1.0,7.307062,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,0.8,0.701225,utility_aware_80,0.333333,18.1602,1.0,1.0,80.0,0.8055
98.97,97.0163,1.0,7.10331,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,0.9,0.690356,utility_aware_90,0.424242,19.5147,1.0,1.0,82.7273,0.8369
98.92,93.0115,1.0,7.034476,datasets\sentinel2_100_patch\images\sentinel2_cems_0038.png,1.0,0.671946,utility_aware_100,0.575758,22.1056,1.0,1.0,87.2727,0.8798
99.76,411.3881,0.291046,6.419082,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,0.1,0.752726,utility_aware_10,0.75,11.8282,0.34773,0.291975,43.4586,0.3503
99.64,278.1692,0.452434,6.391866,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,0.2,0.716539,utility_aware_20,0.678571,13.2864,0.609081,0.453088,53.6071,0.5456
99.54,216.1217,0.580051,6.505012,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,0.3,0.68988,utility_aware_30,0.642857,14.4743,0.710963,0.578675,61.1709,0.6598
99.43,175.6277,0.67524,6.64219,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,0.4,0.673955,utility_aware_40,0.714286,15.6913,0.817276,0.674015,70.0912,0.7403
99.34,151.5755,0.786535,6.810783,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,0.5,0.660337,utility_aware_50,0.785714,16.8451,0.951274,0.791405,80.3737,0.7964
99.25,133.225,0.919264,7.461685,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,0.6,0.654424,utility_aware_60,0.785714,18.0311,1.0,0.903755,88.4171,0.8377
99.17,120.1528,0.949549,6.975508,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,0.7,0.646844,utility_aware_70,0.75,18.9477,1.0,0.946383,89.4096,0.8625
99.1,110.9352,0.992855,6.845025,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,0.8,0.637905,utility_aware_80,0.785714,19.5777,1.0,0.995344,93.1925,0.8758
99.05,104.9475,0.987315,7.265123,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,0.9,0.631829,utility_aware_90,0.75,20.0904,1.0,0.981305,91.6187,0.8846
99.03,103.253,1.0,7.398233,datasets\sentinel2_100_patch\images\sentinel2_cems_0039.png,1.0,0.645067,utility_aware_100,0.821429,20.4846,1.0,1.0,94.6429,0.889
99.76,422.1535,1.0,6.883148,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,0.1,0.83812,utility_aware_10,0.928571,12.3645,1.0,1.0,97.8571,0.2851
99.64,275.517,1.0,6.863178,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,0.2,0.824814,utility_aware_20,1.0,12.5463,1.0,1.0,100.0,0.3606
99.53,212.5388,1.0,6.907046,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,0.3,0.814961,utility_aware_30,1.0,12.7689,1.0,1.0,100.0,0.3994
99.43,175.1785,1.0,6.915496,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,0.4,0.815996,utility_aware_40,1.0,13.0799,1.0,1.0,100.0,0.4204
99.33,149.8314,1.0,6.962084,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,0.5,0.80362,utility_aware_50,0.857143,13.4897,1.0,1.0,95.7143,0.4422
99.25,132.6494,1.0,6.960218,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,0.6,0.80679,utility_aware_60,0.678571,13.9596,1.0,1.0,90.3571,0.466
99.16,119.3681,1.0,6.928824,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,0.7,0.80169,utility_aware_70,0.821429,14.6205,1.0,1.0,94.6429,0.5017
99.09,109.3592,1.0,6.852252,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,0.8,0.779601,utility_aware_80,1.0,15.6396,1.0,1.0,100.0,0.5604
99.02,102.0826,1.0,6.77398,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,0.9,0.755295,utility_aware_90,1.0,17.2627,1.0,1.0,100.0,0.6492
98.98,98.2961,1.0,6.880692,datasets\sentinel2_100_patch\images\sentinel2_cems_0040.png,1.0,0.703655,utility_aware_100,0.785714,21.2718,1.0,1.0,93.5714,0.8182
99.77,439.5614,0.357832,6.395246,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,0.1,0.739338,utility_aware_10,1.0,11.9316,0.326172,0.358208,54.7392,0.3916
99.66,291.3372,0.63365,6.761303,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,0.2,0.71301,utility_aware_20,1.0,13.1412,0.608398,0.63768,74.1836,0.5265
99.55,222.1352,0.612619,6.98052,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,0.3,0.709749,utility_aware_30,1.0,14.182,0.537109,0.617715,72.2302,0.6129
99.46,183.8337,0.724719,6.784223,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,0.4,0.702919,utility_aware_40,1.0,15.0213,0.8125,0.729969,81.7131,0.6707
99.37,158.0757,0.824625,6.779279,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,0.5,0.69761,utility_aware_50,1.0,15.7719,0.985352,0.828405,89.4066,0.7129
99.28,138.5849,0.800157,6.781058,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,0.6,0.692151,utility_aware_60,1.0,16.4351,0.850586,0.805633,86.6248,0.7427
99.2,124.9107,0.869114,6.791191,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,0.7,0.681615,utility_aware_70,1.0,17.0205,0.988281,0.89002,92.4478,0.7625
99.13,114.3846,0.879453,6.956798,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,0.8,0.671028,utility_aware_80,1.0,17.5986,0.902344,0.890811,92.0178,0.7786
99.06,106.9013,0.876373,7.193881,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,0.9,0.667592,utility_aware_90,1.0,18.1123,0.925781,0.886363,92.04,0.7908
99.03,103.2664,0.9185,7.110444,datasets\sentinel2_100_patch\images\sentinel2_cems_0041.png,1.0,0.690011,utility_aware_100,1.0,18.9304,0.821289,0.915666,93.2662,0.8174
99.76,423.5705,0.170352,6.829563,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,0.1,0.744157,utility_aware_10,1.0,10.5558,0.057617,0.169124,40.7727,0.236
99.65,283.1792,0.305734,6.671726,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,0.2,0.706459,utility_aware_20,1.0,11.7063,0.140625,0.301827,49.6721,0.4181
99.54,218.6469,0.352543,6.852691,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,0.3,0.688832,utility_aware_30,1.0,12.8966,0.046875,0.349271,51.5559,0.5454
99.45,180.8016,0.465158,6.85853,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,0.4,0.682289,utility_aware_40,1.0,14.0061,0.099609,0.460152,58.8055,0.6407
99.36,156.5753,0.529004,6.860388,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,0.5,0.678927,utility_aware_50,1.0,15.2458,0.091797,0.527684,62.6318,0.7167
99.28,139.55,0.587263,6.89915,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,0.6,0.674391,utility_aware_60,1.0,16.2614,0.116211,0.585427,66.3612,0.7648
99.21,126.1018,0.612469,7.021898,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,0.7,0.673004,utility_aware_70,1.0,17.226,0.113281,0.612046,67.8725,0.7995
99.14,116.6485,0.637459,7.107891,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,0.8,0.675615,utility_aware_80,1.0,18.0694,0.106445,0.638289,69.3286,0.8227
99.1,110.9184,0.655116,7.022918,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,0.9,0.675983,utility_aware_90,1.0,18.6664,0.091797,0.658794,70.2985,0.8349
99.08,109.1248,0.72351,7.244653,datasets\sentinel2_100_patch\images\sentinel2_cems_0042.png,1.0,0.686525,utility_aware_100,1.0,18.9943,0.124023,0.730304,74.7867,0.8397
99.72,359.9421,0.038761,5.973802,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,0.1,0.791834,utility_aware_10,0.035714,11.2701,0.037037,0.040419,3.8006,0.121
99.59,242.0446,0.150976,6.563423,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,0.2,0.761642,utility_aware_20,0.357143,12.2897,0.148148,0.150878,21.2523,0.2497
99.47,188.5223,0.31356,6.288728,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,0.3,0.733595,utility_aware_30,0.714286,13.1979,0.308642,0.312202,43.3014,0.3637
99.35,154.7546,0.560018,6.562303,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,0.4,0.706465,utility_aware_40,0.857143,14.552,0.62963,0.556824,65.5478,0.4888
99.25,133.4188,0.732874,6.59586,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,0.5,0.703938,utility_aware_50,0.821429,15.3779,0.901235,0.73077,77.5856,0.553
99.15,117.6276,0.948492,6.720888,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,0.6,0.690698,utility_aware_60,0.821429,16.7961,1.0,0.948288,91.5483,0.6415
99.06,106.5917,1.0,6.667782,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,0.7,0.679673,utility_aware_70,0.785714,18.4868,1.0,1.0,93.5714,0.7198
98.98,97.9485,1.0,6.849126,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,0.8,0.669762,utility_aware_80,0.785714,20.3793,1.0,1.0,93.5714,0.7783
98.91,91.5833,1.0,6.981772,datasets\sentinel2_100_patch\images\sentinel2_cems_0043.png,0.9,0.670874,utility_aware_90,0.75,22.2308,1.0,1.0,92.5,0.8146
