bandwidth_saved_percent,compression_ratio,detector_retention,image,image_index,inference_latency_ms,keep_ratio,lpips,object_retention,psnr,region_preservation,relevance_retention,semantic_token_count,semantic_utility_score,ssim,total_token_count,variant
98.94,94.6284,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00067.png,68,592.1794,0.8,0.679764,0.736842,21.6278,1.0,1.0,3277,92.1053,0.8923,4096,without_detail_term
98.98,97.72,0.7586,datasets\sentinel2_500_patch\images\sentinel2_patch_00068.png,69,598.4182,0.8,0.574215,0.85,17.3185,1.0,0.782262,3277,81.4893,0.7312,4096,full_detail_aware
98.98,97.9788,0.758006,datasets\sentinel2_500_patch\images\sentinel2_patch_00068.png,69,616.4937,0.8,0.575613,0.85,17.1082,1.0,0.780431,3277,81.4289,0.7246,4096,without_detail_term
99.04,103.7089,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00069.png,70,582.7945,0.8,0.595885,1.0,21.9355,1.0,1.0,3277,100.0,0.9027,4096,full_detail_aware
99.04,103.7296,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00069.png,70,595.9481,0.8,0.596874,1.0,21.7822,1.0,1.0,3277,100.0,0.8995,4096,without_detail_term
99.05,105.7343,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00070.png,71,598.5968,0.8,0.638933,0.5,21.897,1.0,1.0,3277,85.0,0.9267,4096,full_detail_aware
99.05,105.6902,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00070.png,71,592.5287,0.8,0.640487,0.5,21.8914,1.0,1.0,3277,85.0,0.9269,4096,without_detail_term
99.0,99.6454,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00071.png,72,634.3385,0.8,0.595908,0.692308,21.3588,1.0,1.0,3277,90.7692,0.8769,4096,full_detail_aware
99.0,100.0537,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00071.png,72,602.1487,0.8,0.595948,0.692308,21.3908,1.0,1.0,3277,90.7692,0.8765,4096,without_detail_term
99.0,100.1703,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00072.png,73,608.807,0.8,0.602831,0.807692,20.2212,1.0,1.0,3277,94.2308,0.8597,4096,full_detail_aware
99.0,100.2115,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00072.png,73,599.4136,0.8,0.6043,0.769231,20.2015,1.0,1.0,3277,93.0769,0.8584,4096,without_detail_term
98.98,97.5687,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00073.png,74,634.1876,0.8,0.555426,1.0,22.7041,1.0,1.0,3277,100.0,0.8569,4096,full_detail_aware
98.97,97.2079,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00073.png,74,589.2772,0.8,0.557225,1.0,22.5751,1.0,1.0,3277,100.0,0.8559,4096,without_detail_term
98.99,98.5589,0.792966,datasets\sentinel2_500_patch\images\sentinel2_patch_00074.png,75,586.6369,0.8,0.590599,0.866667,18.6122,1.0,0.84186,3277,84.5558,0.7814,4096,full_detail_aware
98.99,98.639,0.786872,datasets\sentinel2_500_patch\images\sentinel2_patch_00074.png,75,624.847,0.8,0.591008,0.866667,18.4555,1.0,0.835243,3277,84.1797,0.7763,4096,without_detail_term
99.01,101.4995,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00075.png,76,602.6187,0.8,0.627643,0.882353,20.1312,1.0,1.0,3277,96.4706,0.8488,4096,full_detail_aware
99.01,101.107,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00075.png,76,590.0149,0.8,0.629084,0.764706,19.8465,1.0,1.0,3277,92.9412,0.844,4096,without_detail_term
98.95,94.9005,0.969602,datasets\sentinel2_500_patch\images\sentinel2_patch_00076.png,77,612.5227,0.8,0.597037,0.611111,19.071,1.0,0.986373,3277,86.8449,0.8075,4096,full_detail_aware
98.95,94.8271,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00076.png,77,604.5368,0.8,0.597502,0.583333,19.0627,1.0,1.0,3277,87.5,0.8068,4096,without_detail_term
98.97,97.0908,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00077.png,78,583.3699,0.8,0.613913,0.833333,17.5619,1.0,1.0,3277,95.0,0.7888,4096,full_detail_aware
98.97,97.2248,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00077.png,78,597.4345,0.8,0.613236,0.833333,17.5085,1.0,1.0,3277,95.0,0.7872,4096,without_detail_term
98.94,94.2566,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00078.png,79,596.5998,0.8,0.593304,0.65,19.2085,1.0,1.0,3277,89.5,0.8363,4096,full_detail_aware
98.94,94.3663,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00078.png,79,615.6959,0.8,0.597884,0.75,18.6447,1.0,1.0,3277,92.5,0.8228,4096,without_detail_term
98.97,97.4932,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00079.png,80,631.2242,0.8,0.684271,1.0,13.5887,1.0,1.0,3277,100.0,0.5159,4096,full_detail_aware
98.97,97.3789,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00079.png,80,612.5626,0.8,0.682665,1.0,13.5589,1.0,1.0,3277,100.0,0.5105,4096,without_detail_term
98.97,97.1597,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00080.png,81,609.866,0.8,0.639615,0.892857,16.5987,1.0,1.0,3277,96.7857,0.7581,4096,full_detail_aware
98.97,97.2356,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00080.png,81,591.5235,0.8,0.64059,0.892857,16.5941,1.0,1.0,3277,96.7857,0.7577,4096,without_detail_term
98.93,93.2692,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00081.png,82,634.2907,0.8,0.574448,0.666667,18.6326,1.0,1.0,3277,90.0,0.8093,4096,full_detail_aware
98.93,93.2511,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00081.png,82,622.1589,0.8,0.576027,0.666667,18.6549,1.0,1.0,3277,90.0,0.8091,4096,without_detail_term
98.93,93.5633,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00082.png,83,637.0066,0.8,0.570023,0.916667,19.3752,1.0,1.0,3277,97.5,0.8614,4096,full_detail_aware
98.93,93.817,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00082.png,83,563.9754,0.8,0.569483,0.916667,19.378,1.0,1.0,3277,97.5,0.8609,4096,without_detail_term
98.88,89.6687,0.971764,datasets\sentinel2_500_patch\images\sentinel2_patch_00083.png,84,589.7674,0.8,0.676829,0.928571,20.7522,0.925373,0.966285,3277,95.3071,0.8943,4096,full_detail_aware
98.89,89.9502,0.974523,datasets\sentinel2_500_patch\images\sentinel2_patch_00083.png,84,615.2801,0.8,0.674981,0.964286,20.7616,0.927505,0.968856,3277,96.5617,0.8942,4096,without_detail_term
98.89,90.2279,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00084.png,85,614.2035,0.8,0.675798,0.8,20.6402,1.0,1.0,3277,94.0,0.8956,4096,full_detail_aware
98.89,90.0513,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00084.png,85,624.0174,0.8,0.678053,0.8,20.786,1.0,1.0,3277,94.0,0.8976,4096,without_detail_term
98.89,90.1587,0.98567,datasets\sentinel2_500_patch\images\sentinel2_patch_00085.png,86,583.3073,0.8,0.671716,0.62963,19.2729,1.0,0.944269,3277,87.2011,0.8894,4096,full_detail_aware
98.89,90.1944,0.981169,datasets\sentinel2_500_patch\images\sentinel2_patch_00085.png,86,578.7985,0.8,0.671491,0.666667,19.1821,1.0,0.941513,3277,88.077,0.887,4096,without_detail_term
98.92,92.8537,0.985132,datasets\sentinel2_500_patch\images\sentinel2_patch_00086.png,87,635.8633,0.8,0.631729,0.545455,20.1901,1.0,0.977151,3277,85.3119,0.9259,4096,full_detail_aware
98.92,92.7029,0.979175,datasets\sentinel2_500_patch\images\sentinel2_patch_00086.png,87,605.4345,0.8,0.632262,0.545455,20.2163,1.0,0.972139,3277,84.9734,0.9265,4096,without_detail_term
98.89,89.799,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00087.png,88,580.7721,0.8,0.696535,0.857143,21.9353,1.0,1.0,3277,95.7143,0.915,4096,full_detail_aware
98.88,89.4864,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00087.png,88,586.2688,0.8,0.697864,0.857143,22.042,1.0,1.0,3277,95.7143,0.9159,4096,without_detail_term
98.87,88.801,0.968235,datasets\sentinel2_500_patch\images\sentinel2_patch_00088.png,89,606.1122,0.8,0.632755,0.666667,22.2191,1.0,0.944093,3277,87.6112,0.9201,4096,full_detail_aware
98.88,88.9772,0.993946,datasets\sentinel2_500_patch\images\sentinel2_patch_00088.png,89,620.0296,0.8,0.631941,0.666667,22.1129,1.0,0.970613,3277,89.1701,0.9189,4096,without_detail_term
98.91,91.3348,0.905335,datasets\sentinel2_500_patch\images\sentinel2_patch_00089.png,90,623.9598,0.8,0.581567,0.882353,21.9299,1.0,0.906217,3277,90.8084,0.9293,4096,full_detail_aware
98.91,91.3534,0.941845,datasets\sentinel2_500_patch\images\sentinel2_patch_00089.png,90,608.0218,0.8,0.581816,0.941176,21.8467,1.0,0.942618,3277,94.7615,0.9281,4096,without_detail_term
98.94,94.2051,0.562128,datasets\sentinel2_500_patch\images\sentinel2_patch_00090.png,91,595.267,0.8,0.544664,1.0,23.6231,0.167969,0.578203,3277,65.7288,0.8036,4096,full_detail_aware
98.94,94.0148,0.547844,datasets\sentinel2_500_patch\images\sentinel2_patch_00090.png,91,579.9954,0.8,0.546507,1.0,23.1711,0.15918,0.563616,3277,64.7779,0.7962,4096,without_detail_term
98.91,91.649,0.897513,datasets\sentinel2_500_patch\images\sentinel2_patch_00091.png,92,545.8189,0.8,0.522439,1.0,22.5057,0.616822,0.905567,3277,90.1801,0.7849,4096,full_detail_aware
98.9,91.1571,0.866599,datasets\sentinel2_500_patch\images\sentinel2_patch_00091.png,92,569.5772,0.8,0.522651,1.0,22.315,0.579439,0.87589,3277,87.9762,0.7797,4096,without_detail_term
98.92,92.1909,0.818951,datasets\sentinel2_500_patch\images\sentinel2_patch_00092.png,93,606.5533,0.8,0.535752,1.0,23.7404,0.390244,0.855143,3277,83.7634,0.7952,4096,full_detail_aware
98.91,92.0337,0.834395,datasets\sentinel2_500_patch\images\sentinel2_patch_00092.png,93,582.359,0.8,0.536541,1.0,23.6985,0.439024,0.871367,3277,85.1934,0.7953,4096,without_detail_term
98.92,92.428,0.550448,datasets\sentinel2_500_patch\images\sentinel2_patch_00093.png,94,573.4006,0.8,0.557723,0.0,22.1752,0.136364,0.600366,3277,35.3889,0.7672,4096,full_detail_aware
98.92,92.4085,0.546749,datasets\sentinel2_500_patch\images\sentinel2_patch_00093.png,94,578.113,0.8,0.557368,0.0,22.0654,0.140909,0.596263,3277,35.2043,0.7646,4096,without_detail_term
98.93,93.4379,0.458365,datasets\sentinel2_500_patch\images\sentinel2_patch_00094.png,95,581.2337,0.8,0.555026,0.0,21.7253,0.098081,0.485463,3277,29.0247,0.7682,4096,full_detail_aware
98.93,93.2992,0.460138,datasets\sentinel2_500_patch\images\sentinel2_patch_00094.png,95,601.2635,0.8,0.555462,0.0,21.8382,0.098081,0.487495,3277,29.1362,0.7709,4096,without_detail_term
98.9,90.7777,0.928548,datasets\sentinel2_500_patch\images\sentinel2_patch_00095.png,96,589.695,0.8,0.520306,1.0,25.5828,0.512821,0.968471,3277,91.6396,0.8293,4096,full_detail_aware
98.9,90.934,0.927573,datasets\sentinel2_500_patch\images\sentinel2_patch_00095.png,96,561.8912,0.8,0.519966,1.0,25.1947,0.525641,0.966612,3277,91.6916,0.8255,4096,without_detail_term
98.93,93.3253,0.53537,datasets\sentinel2_500_patch\images\sentinel2_patch_00096.png,97,543.9017,0.8,0.550409,1.0,23.3293,0.148148,0.561502,3277,64.1263,0.7874,4096,full_detail_aware
98.92,92.9201,0.532373,datasets\sentinel2_500_patch\images\sentinel2_patch_00096.png,97,569.9298,0.8,0.551836,1.0,24.0229,0.148148,0.56031,3277,63.9826,0.7978,4096,without_detail_term
98.93,93.0835,0.50628,datasets\sentinel2_500_patch\images\sentinel2_patch_00097.png,98,574.1444,0.8,0.560671,1.0,22.0932,0.063174,0.531393,3277,61.5108,0.7531,4096,full_detail_aware
98.93,93.2051,0.479998,datasets\sentinel2_500_patch\images\sentinel2_patch_00097.png,98,574.3325,0.8,0.560713,1.0,21.8291,0.047766,0.504131,3277,59.7602,0.7483,4096,without_detail_term
98.98,98.3811,0.895999,datasets\sentinel2_500_patch\images\sentinel2_patch_00098.png,99,606.0793,0.8,0.643558,1.0,20.7482,0.783105,0.868356,3277,91.0381,0.8694,4096,full_detail_aware
98.99,98.9167,0.907879,datasets\sentinel2_500_patch\images\sentinel2_patch_00098.png,99,578.6611,0.8,0.641994,1.0,20.6912,0.817352,0.882167,3277,92.132,0.8677,4096,without_detail_term
99.06,106.0038,0.887556,datasets\sentinel2_500_patch\images\sentinel2_patch_00099.png,100,598.4515,0.8,0.617106,1.0,20.1025,1.0,0.855014,3277,92.6025,0.8531,4096,full_detail_aware
99.06,105.8683,0.94104,datasets\sentinel2_500_patch\images\sentinel2_patch_00099.png,100,616.0306,0.8,0.617142,1.0,20.0581,1.0,0.907658,3277,95.7947,0.8516,4096,without_detail_term
