bandwidth_saved_percent,compression_ratio,detector_retention,image,image_index,inference_latency_ms,keep_ratio,lpips,object_retention,psnr,region_preservation,relevance_retention,semantic_token_count,semantic_utility_score,ssim,total_token_count,variant
98.86,87.4871,0.842106,datasets\sentinel2_500_patch\images\sentinel2_patch_00014.png,15,513.7932,0.8,0.518999,1.0,27.0226,1.0,0.84331,3277,90.5505,0.9229,4096,without_detail_term
98.91,91.764,0.586531,datasets\sentinel2_500_patch\images\sentinel2_patch_00015.png,16,527.5641,0.8,0.496147,1.0,28.028,0.369565,0.60639,3277,69.2847,0.9218,4096,full_detail_aware
98.91,91.8128,0.583818,datasets\sentinel2_500_patch\images\sentinel2_patch_00015.png,16,527.4904,0.8,0.496702,1.0,28.0125,0.369565,0.603569,3277,69.1197,0.9215,4096,without_detail_term
98.92,92.367,0.594336,datasets\sentinel2_500_patch\images\sentinel2_patch_00016.png,17,525.2817,0.8,0.488952,1.0,28.3089,0.272727,0.61434,3277,68.7875,0.9183,4096,full_detail_aware
98.91,92.143,0.624412,datasets\sentinel2_500_patch\images\sentinel2_patch_00016.png,17,532.6528,0.8,0.488759,1.0,28.4352,0.295455,0.645801,3277,70.847,0.92,4096,without_detail_term
98.87,88.2739,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00017.png,18,535.364,0.8,0.525533,1.0,21.7729,0.984375,1.0,3277,99.8438,0.8521,4096,full_detail_aware
98.87,88.199,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00017.png,18,552.8255,0.8,0.525123,1.0,21.7524,0.984375,1.0,3277,99.8438,0.8512,4096,without_detail_term
98.85,86.9955,0.98751,datasets\sentinel2_500_patch\images\sentinel2_patch_00018.png,19,534.609,0.8,0.545642,1.0,20.4882,0.850877,0.951495,3277,97.0391,0.8272,4096,full_detail_aware
98.85,87.1394,0.97797,datasets\sentinel2_500_patch\images\sentinel2_patch_00018.png,19,552.4083,0.8,0.545962,1.0,20.4654,0.850877,0.942183,3277,96.4713,0.8264,4096,without_detail_term
98.89,90.2109,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00019.png,20,527.5583,0.8,0.514616,0.714286,25.9201,1.0,1.0,3277,91.4286,0.9772,4096,full_detail_aware
98.89,90.3343,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00019.png,20,546.2564,0.8,0.516553,0.714286,25.8606,1.0,1.0,3277,91.4286,0.9768,4096,without_detail_term
98.89,90.1738,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00020.png,21,526.445,0.8,0.509827,0.571429,26.7388,1.0,1.0,3277,87.1429,0.9831,4096,full_detail_aware
98.89,90.1119,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00020.png,21,537.6171,0.8,0.510612,0.571429,26.726,1.0,1.0,3277,87.1429,0.983,4096,without_detail_term
98.84,85.857,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00021.png,22,526.739,0.8,0.527083,0.761905,23.5509,1.0,1.0,3277,92.8571,0.9105,4096,full_detail_aware
98.83,85.7568,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00021.png,22,535.077,0.8,0.527113,0.761905,23.3997,1.0,1.0,3277,92.8571,0.9084,4096,without_detail_term
98.89,90.1287,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00022.png,23,545.9983,0.8,0.548905,1.0,20.4838,1.0,1.0,3277,100.0,0.8319,4096,full_detail_aware
98.89,90.1865,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00022.png,23,541.8333,0.8,0.54969,1.0,20.4574,1.0,1.0,3277,100.0,0.8313,4096,without_detail_term
98.89,90.0572,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00023.png,24,557.5952,0.8,0.559014,1.0,19.9368,1.0,1.0,3277,100.0,0.8088,4096,full_detail_aware
98.89,90.2894,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00023.png,24,542.7569,0.8,0.559044,1.0,19.8892,1.0,1.0,3277,100.0,0.8074,4096,without_detail_term
98.93,93.8738,0.865717,datasets\sentinel2_500_patch\images\sentinel2_patch_00024.png,25,533.2336,0.8,0.526002,0.0,26.6691,0.278396,0.853937,3277,54.4914,0.8056,4096,full_detail_aware
98.93,93.8344,0.845511,datasets\sentinel2_500_patch\images\sentinel2_patch_00024.png,25,532.54,0.8,0.526937,0.0,26.1828,0.280624,0.833817,3277,53.303,0.8009,4096,without_detail_term
98.93,93.7561,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00025.png,26,605.3792,0.8,0.558559,1.0,24.6068,1.0,1.0,3277,100.0,0.8009,4096,full_detail_aware
98.93,93.3887,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00025.png,26,569.2729,0.8,0.559555,1.0,24.5767,1.0,1.0,3277,100.0,0.801,4096,without_detail_term
98.92,92.7259,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00026.png,27,570.0423,0.8,0.555908,1.0,25.4164,1.0,1.0,3277,100.0,0.8103,4096,full_detail_aware
98.92,92.7449,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00026.png,27,598.9367,0.8,0.555043,1.0,25.3626,1.0,1.0,3277,100.0,0.8092,4096,without_detail_term
98.95,94.9981,0.930042,datasets\sentinel2_500_patch\images\sentinel2_patch_00027.png,28,605.6191,0.8,0.535316,0.0,25.2794,0.233786,0.928191,3277,58.1033,0.7994,4096,full_detail_aware
98.95,94.8569,0.932219,datasets\sentinel2_500_patch\images\sentinel2_patch_00027.png,28,561.1812,0.8,0.536715,0.0,25.2584,0.239819,0.930456,3277,58.2961,0.7986,4096,without_detail_term
98.94,93.9341,0.938204,datasets\sentinel2_500_patch\images\sentinel2_patch_00028.png,29,564.9447,0.8,0.536328,0.0,25.4731,0.347701,0.937851,3277,59.7622,0.8015,4096,full_detail_aware
98.93,93.6608,0.919563,datasets\sentinel2_500_patch\images\sentinel2_patch_00028.png,29,547.5304,0.8,0.535634,0.0,25.2805,0.346264,0.918786,3277,58.6209,0.7983,4096,without_detail_term
98.97,97.5375,0.786143,datasets\sentinel2_500_patch\images\sentinel2_patch_00029.png,30,551.9262,0.8,0.567239,1.0,27.6815,0.533333,0.767351,3277,82.1261,0.8067,4096,full_detail_aware
98.97,97.0989,0.782123,datasets\sentinel2_500_patch\images\sentinel2_patch_00029.png,30,539.972,0.8,0.569361,1.0,27.6307,0.533333,0.763321,3277,81.8847,0.8054,4096,without_detail_term
98.97,97.2067,0.700275,datasets\sentinel2_500_patch\images\sentinel2_patch_00030.png,31,581.211,0.8,0.564166,1.0,27.2024,0.538462,0.707715,3277,77.5499,0.7985,4096,full_detail_aware
98.98,97.5986,0.698125,datasets\sentinel2_500_patch\images\sentinel2_patch_00030.png,31,588.2816,0.8,0.563936,1.0,27.3208,0.538462,0.705595,3277,77.4215,0.7992,4096,without_detail_term
98.97,97.4345,0.717389,datasets\sentinel2_500_patch\images\sentinel2_patch_00031.png,32,544.3521,0.8,0.567416,1.0,27.8788,0.576923,0.722313,3277,78.911,0.813,4096,full_detail_aware
98.97,97.2241,0.6456,datasets\sentinel2_500_patch\images\sentinel2_patch_00031.png,32,527.385,0.8,0.56705,1.0,27.8382,0.538462,0.630284,3277,73.8143,0.8124,4096,without_detail_term
99.02,102.2362,0.843571,datasets\sentinel2_500_patch\images\sentinel2_patch_00032.png,33,568.2757,0.8,0.662821,1.0,18.6143,0.577148,0.842948,3277,86.3733,0.8045,4096,full_detail_aware
99.03,102.7241,0.769876,datasets\sentinel2_500_patch\images\sentinel2_patch_00032.png,33,554.9449,0.8,0.663719,1.0,18.5374,0.517578,0.768655,3277,81.3439,0.8012,4096,without_detail_term
99.04,103.8162,0.698938,datasets\sentinel2_500_patch\images\sentinel2_patch_00033.png,34,554.2038,0.8,0.709249,1.0,18.4857,0.413086,0.693199,3277,75.9524,0.8107,4096,full_detail_aware
99.04,103.9403,0.682603,datasets\sentinel2_500_patch\images\sentinel2_patch_00033.png,34,546.0595,0.8,0.707941,1.0,18.4259,0.405273,0.677026,3277,74.8974,0.8088,4096,without_detail_term
99.03,103.2048,0.724248,datasets\sentinel2_500_patch\images\sentinel2_patch_00034.png,35,577.5746,0.8,0.710107,1.0,18.3296,0.407227,0.707047,3277,77.1831,0.8188,4096,full_detail_aware
99.04,103.7375,0.779751,datasets\sentinel2_500_patch\images\sentinel2_patch_00034.png,35,558.8397,0.8,0.707947,1.0,18.3213,0.456055,0.76265,3277,81.0036,0.8172,4096,without_detail_term
99.03,102.721,0.747197,datasets\sentinel2_500_patch\images\sentinel2_patch_00035.png,36,560.8604,0.8,0.665738,1.0,18.7752,0.460938,0.749745,3277,79.4922,0.7928,4096,full_detail_aware
99.03,103.193,0.747976,datasets\sentinel2_500_patch\images\sentinel2_patch_00035.png,36,557.7263,0.8,0.665449,1.0,18.7183,0.470703,0.750254,3277,79.6312,0.7906,4096,without_detail_term
99.03,102.7942,0.760442,datasets\sentinel2_500_patch\images\sentinel2_patch_00036.png,37,576.8056,0.8,0.661572,1.0,18.4929,0.500977,0.759278,3277,80.613,0.8047,4096,full_detail_aware
99.03,102.6518,0.76744,datasets\sentinel2_500_patch\images\sentinel2_patch_00036.png,37,559.7447,0.8,0.663261,1.0,18.4379,0.506836,0.76611,3277,81.0882,0.8023,4096,without_detail_term
99.06,106.1697,0.769841,datasets\sentinel2_500_patch\images\sentinel2_patch_00037.png,38,552.384,0.8,0.736784,1.0,18.1222,0.391602,0.768903,3277,80.0877,0.7848,4096,full_detail_aware
99.07,106.9562,0.742835,datasets\sentinel2_500_patch\images\sentinel2_patch_00037.png,38,565.5732,0.8,0.736902,1.0,18.0299,0.385742,0.753142,3277,78.6336,0.7804,4096,without_detail_term
99.05,105.503,0.877133,datasets\sentinel2_500_patch\images\sentinel2_patch_00038.png,39,559.2783,0.8,0.744608,1.0,17.8973,0.672852,0.883409,3277,89.482,0.7824,4096,full_detail_aware
99.05,105.5668,0.872299,datasets\sentinel2_500_patch\images\sentinel2_patch_00038.png,39,561.931,0.8,0.742989,1.0,17.6408,0.672852,0.878208,3277,89.1846,0.7706,4096,without_detail_term
99.05,105.6993,0.830944,datasets\sentinel2_500_patch\images\sentinel2_patch_00039.png,40,569.7626,0.8,0.74039,1.0,18.1293,0.567383,0.841529,3277,85.7422,0.7783,4096,full_detail_aware
99.06,105.9158,0.821345,datasets\sentinel2_500_patch\images\sentinel2_patch_00039.png,40,574.5095,0.8,0.739688,1.0,18.0902,0.570312,0.842097,3277,85.3989,0.7768,4096,without_detail_term
98.88,89.5306,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00040.png,41,569.9125,0.8,0.570691,0.863636,21.4745,1.0,1.0,3277,95.9091,0.9512,4096,full_detail_aware
98.88,89.4559,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00040.png,41,544.3174,0.8,0.572485,0.863636,21.4805,1.0,1.0,3277,95.9091,0.9513,4096,without_detail_term
98.98,97.6315,0.916108,datasets\sentinel2_500_patch\images\sentinel2_patch_00041.png,42,540.5984,0.8,0.523885,0.75,22.6485,0.870117,0.893343,3277,85.7123,0.9528,4096,full_detail_aware
98.97,97.2355,0.915596,datasets\sentinel2_500_patch\images\sentinel2_patch_00041.png,42,518.9258,0.8,0.523843,0.729167,22.6561,0.870117,0.892609,3277,85.0522,0.9529,4096,without_detail_term
98.91,91.5584,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00042.png,43,513.5887,0.8,0.556538,0.904762,21.6627,1.0,1.0,3277,97.1429,0.9548,4096,full_detail_aware
98.91,91.4996,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00042.png,43,520.2321,0.8,0.557168,0.904762,21.6601,1.0,1.0,3277,97.1429,0.9548,4096,without_detail_term
98.86,87.6987,0.987998,datasets\sentinel2_500_patch\images\sentinel2_patch_00043.png,44,530.5959,0.8,0.57901,1.0,21.2659,0.845703,0.970173,3277,97.3804,0.9376,4096,full_detail_aware
98.86,87.8755,0.987838,datasets\sentinel2_500_patch\images\sentinel2_patch_00043.png,44,541.571,0.8,0.580051,1.0,21.2717,0.841797,0.970112,3277,97.3337,0.9375,4096,without_detail_term
98.89,90.3963,0.926407,datasets\sentinel2_500_patch\images\sentinel2_patch_00044.png,45,521.8672,0.8,0.631623,1.0,19.0285,0.439453,0.931192,3277,90.0746,0.9153,4096,full_detail_aware
98.89,90.3239,0.964136,datasets\sentinel2_500_patch\images\sentinel2_patch_00044.png,45,528.9958,0.8,0.634814,1.0,19.0145,0.505859,0.968656,3277,92.9971,0.9151,4096,without_detail_term
98.86,87.3393,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00045.png,46,481.5456,0.8,0.395385,0.672131,24.7331,1.0,1.0,3277,90.1639,0.9456,4096,full_detail_aware
98.86,87.3946,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00045.png,46,477.938,0.8,0.395164,0.672131,24.734,1.0,1.0,3277,90.1639,0.9456,4096,without_detail_term
99.01,100.6556,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00046.png,47,447.2699,0.8,0.326028,0.638298,26.7895,1.0,1.0,3277,89.1489,0.9535,4096,full_detail_aware
99.01,100.6288,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00046.png,47,447.2571,0.8,0.326125,0.638298,26.7881,1.0,1.0,3277,89.1489,0.9535,4096,without_detail_term
98.87,88.6586,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00047.png,48,474.491,0.8,0.393466,0.716667,25.1336,0.940499,1.0,3277,90.905,0.9469,4096,full_detail_aware
98.87,88.6013,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00047.png,48,477.5753,0.8,0.393382,0.716667,25.1345,0.940499,1.0,3277,90.905,0.947,4096,without_detail_term
98.85,86.9932,0.913113,datasets\sentinel2_500_patch\images\sentinel2_patch_00048.png,49,492.9367,0.8,0.436265,0.730769,22.4156,0.813901,0.894653,3277,84.4797,0.9125,4096,full_detail_aware
98.85,86.9395,0.912751,datasets\sentinel2_500_patch\images\sentinel2_patch_00048.png,49,499.1854,0.8,0.436655,0.730769,22.4172,0.811659,0.894293,3277,84.4356,0.9126,4096,without_detail_term
98.87,88.4771,0.847728,datasets\sentinel2_500_patch\images\sentinel2_patch_00049.png,50,513.2686,0.8,0.553624,0.673077,22.397,0.614371,0.840375,3277,77.0527,0.8912,4096,full_detail_aware
98.87,88.6513,0.846758,datasets\sentinel2_500_patch\images\sentinel2_patch_00049.png,50,519.5284,0.8,0.554396,0.673077,22.3424,0.611976,0.839405,3277,76.9705,0.8901,4096,without_detail_term
98.95,95.627,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00050.png,51,571.0228,0.8,0.717159,1.0,18.4761,1.0,1.0,3277,100.0,0.8656,4096,full_detail_aware
98.96,95.7526,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00050.png,51,567.254,0.8,0.71841,1.0,18.2924,1.0,1.0,3277,100.0,0.8616,4096,without_detail_term
99.01,100.5319,0.908899,datasets\sentinel2_500_patch\images\sentinel2_patch_00051.png,52,554.3593,0.8,0.657515,1.0,19.9762,0.722656,0.912188,3277,91.8263,0.9002,4096,full_detail_aware
99.0,100.1872,0.907453,datasets\sentinel2_500_patch\images\sentinel2_patch_00051.png,52,568.1149,0.8,0.656193,1.0,19.9787,0.720703,0.910713,3277,91.7194,0.9003,4096,without_detail_term
98.96,96.2045,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00052.png,53,622.9314,0.8,0.723244,1.0,19.2794,1.0,1.0,3277,100.0,0.8773,4096,full_detail_aware
98.96,96.386,0.869598,datasets\sentinel2_500_patch\images\sentinel2_patch_00052.png,53,644.7361,0.8,0.724129,1.0,19.1416,0.845703,0.872355,3277,90.688,0.8745,4096,without_detail_term
99.0,99.6908,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00053.png,54,522.953,0.8,0.591773,1.0,20.767,1.0,1.0,3277,100.0,0.9167,4096,full_detail_aware
99.0,99.7525,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00053.png,54,515.0155,0.8,0.591718,1.0,20.7673,1.0,1.0,3277,100.0,0.9167,4096,without_detail_term
98.98,98.0891,0.799083,datasets\sentinel2_500_patch\images\sentinel2_patch_00054.png,55,573.0053,0.8,0.694118,1.0,19.142,0.700195,0.791039,3277,84.786,0.8877,4096,full_detail_aware
98.99,98.5771,0.80574,datasets\sentinel2_500_patch\images\sentinel2_patch_00054.png,55,568.6936,0.8,0.695359,1.0,19.0335,0.692383,0.79764,3277,85.1062,0.8806,4096,without_detail_term
98.91,91.359,0.661561,datasets\sentinel2_500_patch\images\sentinel2_patch_00055.png,56,609.3308,0.8,0.572449,1.0,19.8468,0.223404,0.657666,3277,71.8498,0.7551,4096,full_detail_aware
98.91,91.3953,0.618754,datasets\sentinel2_500_patch\images\sentinel2_patch_00055.png,56,631.4026,0.8,0.578403,1.0,19.3754,0.223404,0.615103,3277,69.2863,0.7396,4096,without_detail_term
98.97,97.2847,0.703527,datasets\sentinel2_500_patch\images\sentinel2_patch_00056.png,57,571.6796,0.8,0.501032,1.0,21.8881,0.406897,0.705076,3277,76.3116,0.8657,4096,full_detail_aware
98.97,97.1787,0.710614,datasets\sentinel2_500_patch\images\sentinel2_patch_00056.png,57,561.7354,0.8,0.501157,1.0,21.9558,0.406897,0.712066,3277,76.7348,0.8671,4096,without_detail_term
98.89,89.7749,0.885739,datasets\sentinel2_500_patch\images\sentinel2_patch_00057.png,58,570.1836,0.8,0.54643,0.0,24.5506,0.243902,0.88695,3277,55.6076,0.8267,4096,full_detail_aware
98.88,89.4763,0.868376,datasets\sentinel2_500_patch\images\sentinel2_patch_00057.png,58,578.2622,0.8,0.546571,0.0,24.4919,0.235772,0.869406,3277,54.4809,0.8303,4096,without_detail_term
98.95,95.5648,0.845044,datasets\sentinel2_500_patch\images\sentinel2_patch_00058.png,59,546.9563,0.8,0.459656,1.0,23.6939,0.844444,0.844463,3277,89.1355,0.8919,4096,full_detail_aware
98.95,95.5001,0.845044,datasets\sentinel2_500_patch\images\sentinel2_patch_00058.png,59,553.4194,0.8,0.459656,1.0,23.6939,0.844444,0.844463,3277,89.1355,0.8919,4096,without_detail_term
98.92,92.9335,0.640738,datasets\sentinel2_500_patch\images\sentinel2_patch_00059.png,60,574.7216,0.8,0.559892,0.0,18.1999,0.577114,0.638459,3277,44.1698,0.6876,4096,full_detail_aware
98.92,92.5981,0.647449,datasets\sentinel2_500_patch\images\sentinel2_patch_00059.png,60,545.144,0.8,0.558587,0.0,18.2849,0.58209,0.645131,3277,44.6214,0.6917,4096,without_detail_term
98.93,93.0789,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00060.png,61,597.0038,0.8,0.663173,1.0,22.4746,1.0,1.0,3277,100.0,0.8757,4096,full_detail_aware
98.92,92.9829,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00060.png,61,627.9946,0.8,0.664232,1.0,22.6169,1.0,1.0,3277,100.0,0.8787,4096,without_detail_term
98.96,95.958,0.764806,datasets\sentinel2_500_patch\images\sentinel2_patch_00061.png,62,640.5998,0.8,0.64498,0.913043,20.3665,0.640625,0.766202,3277,79.7138,0.8896,4096,full_detail_aware
98.95,95.5894,0.7657,datasets\sentinel2_500_patch\images\sentinel2_patch_00061.png,62,595.1126,0.8,0.645555,0.956522,20.3299,0.669922,0.78029,3277,81.6287,0.8887,4096,without_detail_term
98.96,96.2235,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00062.png,63,566.7863,0.8,0.697112,1.0,19.8442,1.0,1.0,3277,100.0,0.9181,4096,full_detail_aware
98.96,96.0224,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00062.png,63,594.189,0.8,0.698498,1.0,19.8564,1.0,1.0,3277,100.0,0.9184,4096,without_detail_term
98.93,93.6026,0.965764,datasets\sentinel2_500_patch\images\sentinel2_patch_00063.png,64,566.3032,0.8,0.668212,0.727273,21.9877,0.947236,0.956052,3277,89.0421,0.9125,4096,full_detail_aware
98.93,93.8347,0.957513,datasets\sentinel2_500_patch\images\sentinel2_patch_00063.png,64,584.0871,0.8,0.671585,0.727273,21.9286,0.948492,0.948471,3277,88.5731,0.9114,4096,without_detail_term
98.93,93.3348,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00064.png,65,576.325,0.8,0.666411,1.0,21.6143,0.997552,1.0,3277,99.9755,0.9057,4096,full_detail_aware
98.93,93.354,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00064.png,65,588.0469,0.8,0.66695,1.0,21.6387,0.988984,1.0,3277,99.8898,0.9058,4096,without_detail_term
98.91,91.5365,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00065.png,66,568.5655,0.8,0.649384,1.0,21.3449,1.0,1.0,3277,100.0,0.8645,4096,full_detail_aware
98.91,91.669,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00065.png,66,606.674,0.8,0.648818,1.0,21.3945,1.0,1.0,3277,100.0,0.8663,4096,without_detail_term
98.93,93.3148,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00066.png,67,581.4314,0.8,0.678349,0.916667,22.7206,1.0,1.0,3277,97.5,0.8749,4096,full_detail_aware
98.93,93.3148,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00066.png,67,590.7113,0.8,0.681986,0.916667,22.7249,1.0,1.0,3277,97.5,0.8762,4096,without_detail_term
98.94,94.7058,1.0,datasets\sentinel2_500_patch\images\sentinel2_patch_00067.png,68,595.9723,0.8,0.677653,0.789474,21.7164,1.0,1.0,3277,93.6842,0.8931,4096,full_detail_aware
