dataset,checkpoint,image,semantic_utility_score,detector_retention,object_retention,relevance_retention,region_preservation,psnr,ssim,lpips,compression_ratio,bandwidth_saved_percent,semantic_token_count,total_token_count,inference_latency_ms
cems_hls,original,0302bae17f987bedfd192b18bed9c15afda422ca_satellite.tif,79.39322711629345,0.723657488822937,1.0,0.7109941244125366,0.6227045075125208,24.505638992863542,0.9787148481376543,,638.1098403107467,99.84328716831682,3277,4096,921.1528000014368
cems_hls,cems_only,0302bae17f987bedfd192b18bed9c15afda422ca_satellite.tif,91.49333430849055,0.871471107006073,1.0,0.8609398603439331,0.9415692821368948,24.29314088390886,0.9787443802265368,,659.01515489191,99.84825842128562,3277,4096,546.3139000057708
cems_hls,mixed_domain,0302bae17f987bedfd192b18bed9c15afda422ca_satellite.tif,96.88816890294646,0.9504345655441284,1.0,0.9485476613044739,0.989983305509182,24.09669486525971,0.9793613893147278,,653.1921802518224,99.84690569938934,3277,4096,539.7280000033788
cems_hls,original,0338456606877f2018b070a8a06804b9fc70765a_satellite.tif,96.054119752801,0.9682682752609253,0.9565217391304348,0.9636133909225464,0.935546875,21.122929285837365,0.9102064365323296,,580.0531007751938,99.82760199046197,3277,4096,490.9627999950317
cems_hls,cems_only,0338456606877f2018b070a8a06804b9fc70765a_satellite.tif,100.0,1.0,1.0,1.0,1.0,21.129000869310058,0.9093128335199345,,569.56688867745,99.82442799610033,3277,4096,475.84769999957643
cems_hls,mixed_domain,0338456606877f2018b070a8a06804b9fc70765a_satellite.tif,99.62475776672366,1.0,1.0,0.9997925758361816,0.962890625,21.127710674994532,0.9075425000037644,,564.0923482849604,99.82272406228513,3277,4096,470.2703000002657
cems_hls,original,03ba6769b8337f17cc86419368b478640ff8b57f_satellite.tif,92.25806451612904,1.0,0.7419354838709677,1.0,1.0,19.421027034470068,0.8837709007716313,,550.5901859306115,99.81837671183517,3277,4096,489.8243000061484
cems_hls,cems_only,03ba6769b8337f17cc86419368b478640ff8b57f_satellite.tif,99.03225806451614,1.0,0.967741935483871,1.0,1.0,19.45897870420358,0.8852842178704976,,542.2746837832735,99.8155916125342,3277,4096,481.79000000527594
cems_hls,mixed_domain,03ba6769b8337f17cc86419368b478640ff8b57f_satellite.tif,98.00528407096863,0.9688654541969299,1.0,0.9625332951545715,1.0,19.800750256078995,0.8893833809901291,,539.7273581360391,99.81472126900265,3277,4096,488.96489999606274
cems_hls,original,04bca85f1957d7094686145324a8e543436eced9_satellite.tif,93.47826086956523,1.0,0.782608695652174,1.0,1.0,19.5471139313433,0.8538731191700891,,545.8724177505738,99.81680701067096,3277,4096,514.6715000009863
